Identifier	Experimental mass	Name	Formula	Adduct	Molecular Weight	mz Error (ppm)	ionizationScore	finalScore	kegg_compound	kegg_uri	hmdb_compound	hmdb_uri	lipidmaps_compound	lipidmaps_uri	metlin_compound	metlin_uri	pubchem_compound	pubchem_uri	inChiKey	pathways	cas	_TPIDX
5205	826.55882	PS(19:0/18:0)	C43H84NO10P	M+Na-2H	805.583288	1	-2	-2	N/A	N/A	N/A	N/A	LMGP03010869	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP03010869	78533.0	https://metlin.scripps.edu/metabo_info.php?molid=78533	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	XNKJFCWEEYOWHE-PVXQIPPMSA-N	[]	N/A	288
5016	826.55882	PS(21:0/16:0)	C43H84NO10P	M+Na-2H	805.583288	1	-2	-2	N/A	N/A	N/A	N/A	LMGP03010680	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP03010680	78344.0	https://metlin.scripps.edu/metabo_info.php?molid=78344	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	DJJXMDILHODZLW-PVXQIPPMSA-N	[]	N/A	289
5299	826.55882	PS(17:0/20:0)	C43H84NO10P	M+Na-2H	805.583288	1	-2	-2	N/A	N/A	N/A	N/A	LMGP03010963	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP03010963	78627.0	https://metlin.scripps.edu/metabo_info.php?molid=78627	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	IWWIBOZEVMXFFD-PVXQIPPMSA-N	[]	N/A	290
4534	826.55882	PS(16:0/21:0)	C43H84NO10P	M+Na-2H	805.583288	1	-2	-2	N/A	N/A	N/A	N/A	LMGP03010198	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP03010198	77862.0	https://metlin.scripps.edu/metabo_info.php?molid=77862	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	FWFWCGXSQDWFGR-PVXQIPPMSA-N	[]	N/A	291
4851	826.55882	PS(20:0/17:0)	C43H84NO10P	M+Na-2H	805.583288	1	-2	-2	N/A	N/A	N/A	N/A	LMGP03010515	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP03010515	78179.0	https://metlin.scripps.edu/metabo_info.php?molid=78179	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	KAQULNTYJOFZRU-PVXQIPPMSA-N	[]	N/A	292
4492	826.55882	PS(15:0/22:0)	C43H84NO10P	M+Na-2H	805.583284907	1	-2	-2	N/A	N/A	HMDB0112334	http://www.hmdb.ca/metabolites/HMDB0112334	LMGP03010156	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP03010156	77820.0	https://metlin.scripps.edu/metabo_info.php?molid=77820	52925266	https://pubchem.ncbi.nlm.nih.gov/compound/52925266	HCJXCECWFHKWJZ-PVXQIPPMSA-N	[]	N/A	293
5039	826.55882	PS(22:0/15:0)	C43H84NO10P	M+Na-2H	805.583284907	1	-2	-2	N/A	N/A	HMDB0112709	http://www.hmdb.ca/metabolites/HMDB0112709	LMGP03010703	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP03010703	78367.0	https://metlin.scripps.edu/metabo_info.php?molid=78367	52925813	https://pubchem.ncbi.nlm.nih.gov/compound/52925813	YKSMEOYTADDTIC-PVXQIPPMSA-N	[]	N/A	294
164850	826.55882	PS(18:0/19:0)[U]	C43H84NO10P	M+Na-2H	805.58328	1	-2	-2	N/A	N/A	N/A	N/A	N/A	N/A	40822.0	https://metlin.scripps.edu/metabo_info.php?molid=40822	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	N/A	[]	N/A	295
181900	826.55882	DGCC(22:6/20:5)	C52H79NO8	M-H-H2O	845.580569	4	-2	-2	N/A	N/A	N/A	N/A	LMGL00000135	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGL00000135	N/A	N/A	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	XXBDLVNHBQWURH-JDUVWZOCSA-N	[]	N/A	296
182033	540.33037	1-(2-methoxy-octadecanyl)-sn-glycero-3-phosphoserine	C25H52NO9P	M-H	541.337972	1	-2	-2	N/A	N/A	N/A	N/A	LMGP03060017	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP03060017	N/A	N/A	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	DSQIMWJOWYOZRV-BGTNVORWSA-N	[]	N/A	297
123788	540.33037	23-Acetoxysoladulcidine	C29H47NO4	M-H+HCOONa	473.350508997	1	-2	-2	N/A	N/A	HMDB0031402	http://www.hmdb.ca/metabolites/HMDB0031402	N/A	N/A	87655.0	https://metlin.scripps.edu/metabo_info.php?molid=87655	131751167	https://pubchem.ncbi.nlm.nih.gov/compound/131751167	HQJSCXYJQVACQR-UHFFFAOYSA-N	[]	N/A	298
32654	540.33037	Clupanodonyl carnitine	C29H47NO4	M-H+HCOONa	473.350508997	1	-2	-2	N/A	N/A	HMDB0006496	http://www.hmdb.ca/metabolites/HMDB0006496	LMFA07070058	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA07070058	58428.0	https://metlin.scripps.edu/metabo_info.php?molid=58428	53477839	https://pubchem.ncbi.nlm.nih.gov/compound/53477839	AOSDFVDGMYPTHD-NQXOOMTHSA-N	[]	N/A	299
32657	540.33037	Docosa-4,7,10,13,16-pentaenoyl carnitine	C29H47NO4	M-H+HCOONa	473.350508997	1	-2	-2	N/A	N/A	HMDB0006321	http://www.hmdb.ca/metabolites/HMDB0006321	LMFA07070061	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA07070061	58392.0	https://metlin.scripps.edu/metabo_info.php?molid=58392	53477825	https://pubchem.ncbi.nlm.nih.gov/compound/53477825	KRXOUZZWQXTUIB-IDERWEGCSA-N	[]	N/A	300
32619	540.33037	(7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine	C29H47NO4	M-H+HCOONa	473.350509	1	-2	-2	N/A	N/A	N/A	N/A	LMFA07070023	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMFA07070023	N/A	N/A	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	MJPIXACTUMSGGI-WMPRHZDHSA-N	[]	N/A	301
104751	850.55826	PE(MonoMe(11,5)/MonoMe(11,5))	C47H82NO10P	M-H	851.567634361	2	-2	-2	N/A	N/A	HMDB0061531	http://www.hmdb.ca/metabolites/HMDB0061531	N/A	N/A	N/A	N/A	131770203	https://pubchem.ncbi.nlm.nih.gov/compound/131770203	XFGUURNHBLGDEU-VZUYHUTRSA-N	[]	N/A	302
76126	850.55826	PE(DiMe(13,5)/DiMe(9,3))	C47H82NO10P	M-H	851.567634361	2	-2	-2	N/A	N/A	HMDB0061492	http://www.hmdb.ca/metabolites/HMDB0061492	N/A	N/A	N/A	N/A	131770164	https://pubchem.ncbi.nlm.nih.gov/compound/131770164	UPJSQZCSXROTMY-VQJSHJPSSA-N	[]	N/A	303
49504	850.55826	PE(DiMe(11,5)/DiMe(11,3))	C47H82NO10P	M-H	851.567634361	2	-2	-2	N/A	N/A	HMDB0061480	http://www.hmdb.ca/metabolites/HMDB0061480	N/A	N/A	N/A	N/A	131770152	https://pubchem.ncbi.nlm.nih.gov/compound/131770152	FSUFBULDCCHDBQ-VQJSHJPSSA-N	[]	N/A	304
119657	850.55826	PE(MonoMe(9,5)/MonoMe(13,5))	C47H82NO10P	M-H	851.567634361	2	-2	-2	N/A	N/A	HMDB0061550	http://www.hmdb.ca/metabolites/HMDB0061550	N/A	N/A	N/A	N/A	131770222	https://pubchem.ncbi.nlm.nih.gov/compound/131770222	XHRKARRIWCHBLV-VZUYHUTRSA-N	[]	N/A	305
97131	850.55826	PE(DiMe(9,3)/DiMe(13,5))	C47H82NO10P	M-H	851.567634361	2	-2	-2	N/A	N/A	HMDB0061500	http://www.hmdb.ca/metabolites/HMDB0061500	N/A	N/A	N/A	N/A	131770172	https://pubchem.ncbi.nlm.nih.gov/compound/131770172	YXEDWZZNCBHZJN-VQJSHJPSSA-N	[]	N/A	306
127096	850.55826	PE(MonoMe(13,5)/MonoMe(9,5))	C47H82NO10P	M-H	851.567634361	2	-2	-2	N/A	N/A	HMDB0061542	http://www.hmdb.ca/metabolites/HMDB0061542	N/A	N/A	N/A	N/A	131770214	https://pubchem.ncbi.nlm.nih.gov/compound/131770214	ROGHTLIYFLPTHA-VZUYHUTRSA-N	[]	N/A	307
91277	850.55826	PE(DiMe(9,5)/DiMe(11,5))	C47H82NO10P	M-H	851.567634361	2	-2	-2	N/A	N/A	HMDB0061508	http://www.hmdb.ca/metabolites/HMDB0061508	N/A	N/A	N/A	N/A	131770180	https://pubchem.ncbi.nlm.nih.gov/compound/131770180	ILDWCMDENGCZOT-VQJSHJPSSA-N	[]	N/A	308
63129	850.55826	PE(DiMe(11,3)/DiMe(11,5))	C47H82NO10P	M-H	851.567634361	2	-2	-2	N/A	N/A	HMDB0061472	http://www.hmdb.ca/metabolites/HMDB0061472	N/A	N/A	N/A	N/A	131770144	https://pubchem.ncbi.nlm.nih.gov/compound/131770144	MBBDWNLBOHLHQW-VQJSHJPSSA-N	[]	N/A	309
58536	850.55826	PE(MonoMe(13,5)/MonoMe(11,3))	C47H82NO10P	M-H	851.567634361	2	-2	-2	N/A	N/A	HMDB0061539	http://www.hmdb.ca/metabolites/HMDB0061539	N/A	N/A	N/A	N/A	131770211	https://pubchem.ncbi.nlm.nih.gov/compound/131770211	PSGCAFYNLGKHJX-VZUYHUTRSA-N	[]	N/A	310
48318	850.55826	PE(DiMe(11,5)/DiMe(9,5))	C47H82NO10P	M-H	851.567634361	2	-2	-2	N/A	N/A	HMDB0061484	http://www.hmdb.ca/metabolites/HMDB0061484	N/A	N/A	N/A	N/A	131770156	https://pubchem.ncbi.nlm.nih.gov/compound/131770156	UMAKAUPUJTZMPV-VQJSHJPSSA-N	[]	N/A	311
95999	850.55826	PE(MonoMe(11,3)/MonoMe(13,5))	C47H82NO10P	M-H	851.567634361	2	-2	-2	N/A	N/A	HMDB0061523	http://www.hmdb.ca/metabolites/HMDB0061523	N/A	N/A	N/A	N/A	131770195	https://pubchem.ncbi.nlm.nih.gov/compound/131770195	MIRGZDGOLCASGT-VZUYHUTRSA-N	[]	N/A	312
45061	850.55826	PE-NMe2(9M5/11M5)	C47H82NO10P	M-H	851.567634842	2	-2	-2	N/A	N/A	HMDB0114734	http://www.hmdb.ca/metabolites/HMDB0114734	N/A	N/A	N/A	N/A	131821841	https://pubchem.ncbi.nlm.nih.gov/compound/131821841	IQKDFNVCGYWRFA-VZUYHUTRSA-N	[]	N/A	313
71176	850.55826	PE-NMe(9D3/13M5)	C47H82NO10P	M-H	851.567634842	2	-2	-2	N/A	N/A	HMDB0113815	http://www.hmdb.ca/metabolites/HMDB0113815	N/A	N/A	N/A	N/A	131820927	https://pubchem.ncbi.nlm.nih.gov/compound/131820927	DVCOGFQXMBVSPJ-HUESYALOSA-N	[]	N/A	314
140308	850.55826	PE-NMe2(11D3/11D3)	C47H82NO10P	M-H	851.567634842	2	-2	-2	N/A	N/A	HMDB0114660	http://www.hmdb.ca/metabolites/HMDB0114660	N/A	N/A	N/A	N/A	131821767	https://pubchem.ncbi.nlm.nih.gov/compound/131821767	DBOHXSSWJVWTQW-VQJSHJPSSA-N	[]	N/A	315
105273	850.55826	PE-NMe2(11D3/9D5)	C47H82NO10P	M-H	851.567634842	2	-2	-2	N/A	N/A	HMDB0114667	http://www.hmdb.ca/metabolites/HMDB0114667	N/A	N/A	N/A	N/A	131821774	https://pubchem.ncbi.nlm.nih.gov/compound/131821774	QBMNVGRJPIIYKJ-VQJSHJPSSA-N	[]	N/A	316
110197	850.55826	PE-NMe(11M5/11D3)	C47H82NO10P	M-H	851.567634842	2	-2	-2	N/A	N/A	HMDB0113783	http://www.hmdb.ca/metabolites/HMDB0113783	N/A	N/A	N/A	N/A	131820895	https://pubchem.ncbi.nlm.nih.gov/compound/131820895	TVLFMRDNVPQSRO-HUESYALOSA-N	[]	N/A	317
120453	850.55826	PE-NMe(9D5/11M5)	C47H82NO10P	M-H	851.567634842	2	-2	-2	N/A	N/A	HMDB0113822	http://www.hmdb.ca/metabolites/HMDB0113822	N/A	N/A	N/A	N/A	131820934	https://pubchem.ncbi.nlm.nih.gov/compound/131820934	OQKXVUIWUSOWPI-HUESYALOSA-N	[]	N/A	318
76678	850.55826	PE-NMe(11D5/9M5)	C47H82NO10P	M-H	851.567634842	2	-2	-2	N/A	N/A	HMDB0113773	http://www.hmdb.ca/metabolites/HMDB0113773	N/A	N/A	N/A	N/A	131820885	https://pubchem.ncbi.nlm.nih.gov/compound/131820885	YYZPVFHFMVBVGZ-HUESYALOSA-N	[]	N/A	319
83591	850.55826	PE-NMe2(11M5/9M5)	C47H82NO10P	M-H	851.567634842	2	-2	-2	N/A	N/A	HMDB0114695	http://www.hmdb.ca/metabolites/HMDB0114695	N/A	N/A	N/A	N/A	131821802	https://pubchem.ncbi.nlm.nih.gov/compound/131821802	LLVGVNCFUMVASL-VZUYHUTRSA-N	[]	N/A	320
142486	850.55826	PE-NMe(11M5/9D5)	C47H82NO10P	M-H	851.567634842	2	-2	-2	N/A	N/A	HMDB0113790	http://www.hmdb.ca/metabolites/HMDB0113790	N/A	N/A	N/A	N/A	131820902	https://pubchem.ncbi.nlm.nih.gov/compound/131820902	ZZMOYTQGZLPQBI-HUESYALOSA-N	[]	N/A	321
54944	850.55826	PE-NMe(11D3/11M5)	C47H82NO10P	M-H	851.567634842	2	-2	-2	N/A	N/A	HMDB0113759	http://www.hmdb.ca/metabolites/HMDB0113759	N/A	N/A	N/A	N/A	131820871	https://pubchem.ncbi.nlm.nih.gov/compound/131820871	PVSKCWFEVZGWMS-HUESYALOSA-N	[]	N/A	322
139700	850.55826	PE-NMe2(11M5/11M3)	C47H82NO10P	M-H	851.567634842	2	-2	-2	N/A	N/A	HMDB0114689	http://www.hmdb.ca/metabolites/HMDB0114689	N/A	N/A	N/A	N/A	131821796	https://pubchem.ncbi.nlm.nih.gov/compound/131821796	RTCHGXPMKGHZFT-VZUYHUTRSA-N	[]	N/A	323
109502	850.55826	PE-NMe(11M3/11D5)	C47H82NO10P	M-H	851.567634842	2	-2	-2	N/A	N/A	HMDB0113775	http://www.hmdb.ca/metabolites/HMDB0113775	N/A	N/A	N/A	N/A	131820887	https://pubchem.ncbi.nlm.nih.gov/compound/131820887	OJATUELUIXFVIW-HUESYALOSA-N	[]	N/A	324
117204	850.55826	PE-NMe(11D5/11M3)	C47H82NO10P	M-H	851.567634842	2	-2	-2	N/A	N/A	HMDB0113767	http://www.hmdb.ca/metabolites/HMDB0113767	N/A	N/A	N/A	N/A	131820879	https://pubchem.ncbi.nlm.nih.gov/compound/131820879	NBRBLCWRUQNOAF-HUESYALOSA-N	[]	N/A	325
137445	850.55826	PE-NMe(13M5/9D3)	C47H82NO10P	M-H	851.567634842	2	-2	-2	N/A	N/A	HMDB0113807	http://www.hmdb.ca/metabolites/HMDB0113807	N/A	N/A	N/A	N/A	131820919	https://pubchem.ncbi.nlm.nih.gov/compound/131820919	YNBYJYWRUHMHEL-HUESYALOSA-N	[]	N/A	326
58600	850.55826	PE-NMe2(11M3/11M5)	C47H82NO10P	M-H	851.567634842	2	-2	-2	N/A	N/A	HMDB0114681	http://www.hmdb.ca/metabolites/HMDB0114681	N/A	N/A	N/A	N/A	131821788	https://pubchem.ncbi.nlm.nih.gov/compound/131821788	KERONLIZIOJSNG-VZUYHUTRSA-N	[]	N/A	327
83949	850.55826	PE-NMe2(9D5/11D3)	C47H82NO10P	M-H	851.567634842	2	-2	-2	N/A	N/A	HMDB0114723	http://www.hmdb.ca/metabolites/HMDB0114723	N/A	N/A	N/A	N/A	131821830	https://pubchem.ncbi.nlm.nih.gov/compound/131821830	AHTVTUUSKBTIJI-VQJSHJPSSA-N	[]	N/A	328
115694	850.55826	PE-NMe2(11D5/9D3)	C47H82NO10P	M-H	851.567634842	2	-2	-2	N/A	N/A	HMDB0114675	http://www.hmdb.ca/metabolites/HMDB0114675	N/A	N/A	N/A	N/A	131821782	https://pubchem.ncbi.nlm.nih.gov/compound/131821782	SQUHLIKRVORMIC-VQJSHJPSSA-N	[]	N/A	329
132597	850.55826	PE-NMe(9M5/11D5)	C47H82NO10P	M-H	851.567634842	2	-2	-2	N/A	N/A	HMDB0113829	http://www.hmdb.ca/metabolites/HMDB0113829	N/A	N/A	N/A	N/A	131820941	https://pubchem.ncbi.nlm.nih.gov/compound/131820941	LZFZTWMBMZALSZ-HUESYALOSA-N	[]	N/A	330
93180	850.55826	PE-NMe2(9D3/11D5)	C47H82NO10P	M-H	851.567634842	2	-2	-2	N/A	N/A	HMDB0114715	http://www.hmdb.ca/metabolites/HMDB0114715	N/A	N/A	N/A	N/A	131821822	https://pubchem.ncbi.nlm.nih.gov/compound/131821822	ARRHMRJXSYXNCG-VQJSHJPSSA-N	[]	N/A	331
114431	850.55826	PE-NMe2(9D5/9D5)	C47H82NO10P	M-H	851.567634842	2	-2	-2	N/A	N/A	HMDB0114730	http://www.hmdb.ca/metabolites/HMDB0114730	N/A	N/A	N/A	N/A	131821837	https://pubchem.ncbi.nlm.nih.gov/compound/131821837	KFOLNTVNCLNSDZ-VQJSHJPSSA-N	[]	N/A	332
5141	850.55826	PS(22:4(7Z,10Z,13Z,16Z)/19:1(9Z))	C47H82NO10P	M-H	851.567638	2	-2	-2	N/A	N/A	N/A	N/A	LMGP03010805	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP03010805	78469.0	https://metlin.scripps.edu/metabo_info.php?molid=78469	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	RRKJKIMIEDSBLD-YHMPTPITSA-N	[]	N/A	333
5008	850.55826	PS(20:5(5Z,8Z,11Z,14Z,17Z)/21:0)	C47H82NO10P	M-H	851.567638	2	-2	-2	N/A	N/A	N/A	N/A	LMGP03010672	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP03010672	78336.0	https://metlin.scripps.edu/metabo_info.php?molid=78336	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	SNRDUJXYZXCJSU-BIMFOYNESA-N	[]	N/A	334
5033	850.55826	PS(21:0/20:5(5Z,8Z,11Z,14Z,17Z))	C47H82NO10P	M-H	851.567638	2	-2	-2	N/A	N/A	N/A	N/A	LMGP03010697	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP03010697	78361.0	https://metlin.scripps.edu/metabo_info.php?molid=78361	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	BOLYRYZQGNEPGU-WOADNOAHSA-N	[]	N/A	335
4845	850.55826	PS(19:1(9Z)/22:4(7Z,10Z,13Z,16Z))	C47H82NO10P	M-H	851.567638	2	-2	-2	N/A	N/A	N/A	N/A	LMGP03010509	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP03010509	78173.0	https://metlin.scripps.edu/metabo_info.php?molid=78173	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	VMYAGZXOIAWHGG-CAHFVBGXSA-N	[]	N/A	336
3845	850.55826	PE(22:1(11Z)/17:2(9Z,12Z))	C44H82NO8P	M-H+HCOONa	783.577808	0	-2	-2	N/A	N/A	N/A	N/A	LMGP02011050	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02011050	77285.0	https://metlin.scripps.edu/metabo_info.php?molid=77285	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	COGDAURMCLOQLJ-UEAFZKFQSA-N	[]	N/A	337
3609	850.55826	PE(19:1(9Z)/20:2(11Z,14Z))	C44H82NO8P	M-H+HCOONa	783.577808	0	-2	-2	N/A	N/A	N/A	N/A	LMGP02010814	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02010814	77049.0	https://metlin.scripps.edu/metabo_info.php?molid=77049	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	OIYBIJFUIKSIDH-XBZKQNOLSA-N	[]	N/A	338
3875	850.55826	PE(22:2(13Z,16Z)/17:1(9Z))	C44H82NO8P	M-H+HCOONa	783.577808	0	-2	-2	N/A	N/A	N/A	N/A	LMGP02011080	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02011080	77315.0	https://metlin.scripps.edu/metabo_info.php?molid=77315	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	BWTIVIFQYIRRLQ-RFYNFLRRSA-N	[]	N/A	339
3383	850.55826	PE(17:1(9Z)/22:2(13Z,16Z))	C44H82NO8P	M-H+HCOONa	783.577808	0	-2	-2	N/A	N/A	N/A	N/A	LMGP02010588	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02010588	76823.0	https://metlin.scripps.edu/metabo_info.php?molid=76823	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	LEGIAVMPBNIGMW-RFYNFLRRSA-N	[]	N/A	340
3412	850.55826	PE(17:2(9Z,12Z)/22:1(11Z))	C44H82NO8P	M-H+HCOONa	783.577808	0	-2	-2	N/A	N/A	N/A	N/A	LMGP02010617	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02010617	76852.0	https://metlin.scripps.edu/metabo_info.php?molid=76852	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	VNZSXELWMQMYRK-UEAFZKFQSA-N	[]	N/A	341
2141	850.55826	PC(19:1(9Z)/17:2(9Z,12Z))	C44H82NO8P	M-H+HCOONa	783.577808	0	-2	-2	N/A	N/A	N/A	N/A	LMGP01011766	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP01011766	76046.0	https://metlin.scripps.edu/metabo_info.php?molid=76046	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	SYYFMHOTYSEQJV-ZAVREOAZSA-N	[]	N/A	342
3684	850.55826	PE(20:2(11Z,14Z)/19:1(9Z))	C44H82NO8P	M-H+HCOONa	783.577808	0	-2	-2	N/A	N/A	N/A	N/A	LMGP02010889	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02010889	77124.0	https://metlin.scripps.edu/metabo_info.php?molid=77124	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	MWSOAVMEVQCZKU-XBZKQNOLSA-N	[]	N/A	343
1385	850.55826	PC(16:0/20:3(8E,11E,14E))	C44H82NO8P	M-H+HCOONa	783.577808	0	-2	-2	N/A	N/A	N/A	N/A	LMGP01010624	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP01010624	39365.0	https://metlin.scripps.edu/metabo_info.php?molid=39365	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	SRIGHEHXEGELQJ-GDRFEWIRSA-N	[]	N/A	344
3714	850.55826	PE(20:3(8Z,11Z,14Z)/19:0)	C44H82NO8P	M-H+HCOONa	783.577808	0	-2	-2	N/A	N/A	N/A	N/A	LMGP02010919	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02010919	77154.0	https://metlin.scripps.edu/metabo_info.php?molid=77154	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	FTCXJRDEGPMAOT-BBHHZTHLSA-N	[]	N/A	345
1943	850.55826	PC(17:2(9Z,12Z)/19:1(9Z))	C44H82NO8P	M-H+HCOONa	783.577808	0	-2	-2	N/A	N/A	N/A	N/A	LMGP01011568	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP01011568	75848.0	https://metlin.scripps.edu/metabo_info.php?molid=75848	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	TVKORGJVTUZAER-ZAVREOAZSA-N	[]	N/A	346
3499	850.55826	PE(18:3(6Z,9Z,12Z)/21:0)	C44H82NO8P	M-H+HCOONa	783.577808	0	-2	-2	N/A	N/A	N/A	N/A	LMGP02010704	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02010704	76939.0	https://metlin.scripps.edu/metabo_info.php?molid=76939	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	WTVPIEBDXDLBLZ-XLZAQUBQSA-N	[]	N/A	347
3527	850.55826	PE(18:3(9Z,12Z,15Z)/21:0)	C44H82NO8P	M-H+HCOONa	783.577808	0	-2	-2	N/A	N/A	N/A	N/A	LMGP02010732	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02010732	76967.0	https://metlin.scripps.edu/metabo_info.php?molid=76967	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	LSOARDSVKKIZPU-BNSBBXAHSA-N	[]	N/A	348
3796	850.55826	PE(21:0/18:3(6Z,9Z,12Z))	C44H82NO8P	M-H+HCOONa	783.577808	0	-2	-2	N/A	N/A	N/A	N/A	LMGP02011001	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02011001	77236.0	https://metlin.scripps.edu/metabo_info.php?molid=77236	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	SVLRBYYIFMHOQO-FFBYXQSNSA-N	[]	N/A	349
3797	850.55826	PE(21:0/18:3(9Z,12Z,15Z))	C44H82NO8P	M-H+HCOONa	783.577808	0	-2	-2	N/A	N/A	N/A	N/A	LMGP02011002	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02011002	77237.0	https://metlin.scripps.edu/metabo_info.php?molid=77237	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	ADHWANPCIRKWRZ-BNSBBXAHSA-N	[]	N/A	350
1520	850.55826	PC(18:1(9Z)/18:2(6Z,9Z))	C44H82NO8P	M-H+HCOONa	783.577808	0	-2	-2	N/A	N/A	N/A	N/A	LMGP01010893	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP01010893	39634.0	https://metlin.scripps.edu/metabo_info.php?molid=39634	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	BXRLDROZWDUSGM-ZRYFCQOPSA-N	[]	N/A	351
3579	850.55826	PE(19:0/20:3(8Z,11Z,14Z))	C44H82NO8P	M-H+HCOONa	783.577808	0	-2	-2	N/A	N/A	N/A	N/A	LMGP02010784	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02010784	77019.0	https://metlin.scripps.edu/metabo_info.php?molid=77019	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	PTJYTNXPOIIRGH-ZMPQRUMSSA-N	[]	N/A	352
82956	850.55826	PE-NMe(20:2(11Z,14Z)/18:1(11Z))	C44H82NO8P	M-H+HCOONa	783.577805602	0	-2	-2	N/A	N/A	HMDB0113343	http://www.hmdb.ca/metabolites/HMDB0113343	N/A	N/A	N/A	N/A	131820455	https://pubchem.ncbi.nlm.nih.gov/compound/131820455	QJVPRMACPOWTGV-NHEYHVDRSA-N	[]	N/A	353
43818	850.55826	PE-NMe(18:1(9Z)/20:2(11Z,14Z))	C44H82NO8P	M-H+HCOONa	783.577805602	0	-2	-2	N/A	N/A	HMDB0113149	http://www.hmdb.ca/metabolites/HMDB0113149	N/A	N/A	N/A	N/A	131820264	https://pubchem.ncbi.nlm.nih.gov/compound/131820264	CGBLHOBNAABLHM-RTMDTAMQSA-N	[]	N/A	354
81966	850.55826	PE-NMe(20:2(11Z,14Z)/18:1(9Z))	C44H82NO8P	M-H+HCOONa	783.577805602	0	-2	-2	N/A	N/A	HMDB0113344	http://www.hmdb.ca/metabolites/HMDB0113344	N/A	N/A	N/A	N/A	131820456	https://pubchem.ncbi.nlm.nih.gov/compound/131820456	BUUQFGOEQFDMKP-RTMDTAMQSA-N	[]	N/A	355
141890	850.55826	PE-NMe(20:3(5Z,8Z,11Z)/18:0)	C44H82NO8P	M-H+HCOONa	783.577805602	0	-2	-2	N/A	N/A	HMDB0113371	http://www.hmdb.ca/metabolites/HMDB0113371	N/A	N/A	N/A	N/A	131820483	https://pubchem.ncbi.nlm.nih.gov/compound/131820483	CDPSDGFXZLTICT-AVRCGTRWSA-N	[]	N/A	356
