Name	inHouse_ID	ID
2955-27-3	cnic_44	
2955-27-3	cnic_73	
2955-27-3	cnic_72	
2955-27-3	cnic_71	
2955-27-3	cnic_70	
2955-27-3	cnic_69	
295c854		mdm-746
29692-06-6		mdm-163
29857-63-4		mdm-297
299-36-5		mdm-109
29996-04-1		mdm-200
29t646		mdm-133
2avi		mdm-351
2ay9		mdm-331
2buv		mdm-160
2cc7		mdm-406
2dcd0473-e5cc-47bb-a0a4-95899aff6c4b		mdm-297
2exm		mdm-434
2f01		mdm-351
2f84f3aa-827e-4f75-b104-156aadcfadac		mdm-303
2gh7		mdm-351
2h-1-benzopyran-3,5,7-triol, 2-(3,4-dihydroxyphenyl)-3,4-dihydro-, (2r,3s)-		mdm-746
2h-1-benzopyran-3,5,7-triol, 2-(3,4-dihydroxyphenyl)-3,4-dihydro-, (2r-trans)-		mdm-746
2h-1-benzopyran-3,5,7-triol, 2-(3,4-dihydroxyphenyl)-3,4-dihydro-, monohydrate, (2r,3s)-		mdm-746
2h-1-benzopyran-3,5,7-triol, 2-(3,4-dihydroxyphenyl)-3,4-dihydro-, monohydrate, (2r-trans)-		mdm-746
2h-1-benzopyran-3,7-triol, 2-(3,4-dihydroxyphenyl)-3,4-dihydro-, (2r-trans)-		mdm-746
2h-indol-2-one, 1,3-dihydro-		mdm-544
2h-indol-2-one, 1,3-dihydro- (9ci)		mdm-544
2h-indol-2-one, 1,3-dihydro-3-methyl-		mdm-283
2h-indol-2-one,1,3-dihydro-3-methyl-		mdm-283
2h-pyran-2-one, tetrahydro-		mdm-645
2h5h0q47fl	cnic_108	
2h5h0q47fl	cnic_109	
2h5h0q47fl	cnic_110	
2h5h0q47fl	cnic_105	
2h5h0q47fl	cnic_106	
2h5h0q47fl	cnic_107	
2h5h0q47fl	cnic_111	
2ha3		mdm-355
2hxg8qso3d		mdm-911
2ip		mdm-434
2l-2-amino-2-deoxy-neo-inositol	cnic_122	
2oxindole		mdm-544
2reg		mdm-355
2vmd		mdm-242
3 alpha,7 beta-dihydroxy-5 beta-cholan-24-oic acid	cnic_84	
3 alpha,7 beta-dihydroxy-5 beta-cholan-24-oic acid	cnic_85	
3 alpha,7 beta-dihydroxy-5 beta-cholan-24-oic acid	cnic_87	
3 alpha,7 beta-dihydroxy-5 beta-cholan-24-oic acid	cnic_86	
3 ms		mdm-593
3'-cmp		mdm-314
3'-cytidylic acid		mdm-314
3, 4-dihydroxybenzoic acid		mdm-160
3,12-dihydroxycholan-24-oic acid, (3.alpha.,5.beta.,12.alpha.)- #	cnic_50	
3,12-dihydroxycholan-24-oic acid, (3alpha,5beta,12alpha)-	cnic_50	
3,12-dihydroxycholanic acid	cnic_50	
3,3',4',5,7-flavanpentol		mdm-746
3,3',4',7-tetra-hydroxy-flavone		mdm-549
3,3',4',7-tetrahydroxyflavone		mdm-549
3,3',4',7-tetrahydroxyflavone		mdm-549
3,3'4'7-tetoh-flavone		mdm-549
3,4',7-tetrahydroxyflavone		mdm-549
3,4,5-trihydroxy-2-propylbenzoic acid		mdm-993
3,4,5-trihydroxy-benzoate		mdm-377
3,4,5-trihydroxy-benzoic acid		mdm-377
3,4,5-trihydroxy-benzoic acid octyl ester		mdm-964
3,4,5-trihydroxybenzoate		mdm-377
3,4,5-trihydroxybenzoate, x		mdm-377
3,4,5-trihydroxybenzoic acid		mdm-377
3,4,5-trihydroxybenzoic acid (acd/name 4.0)		mdm-377
3,4,5-trihydroxybenzoic acid octyl ester		mdm-964
3,4,5-trihydroxybenzoic acid, anhydrous		mdm-377
3,4,5-trihydroxybenzoic acid;		mdm-377
3,4-ahba		mdm-163
3,4-bis(oxidanyl)benzoate		mdm-160
3,4-dhba		mdm-160
3,4-dihydroxy-5beta-[(s)-1,2-dihydroxyethyl]furan-2(5h)-one		mdm-109
3,4-dihydroxy-phenylalanine		mdm-88
3,4-dihydroxybenzoate		mdm-160
3,4-dihydroxybenzoate		mdm-160
3,4-methylenedioxybenzylacetone		mdm-989
3,5-di-t-butyl-4-hydroxytoluene		mdm-250
3,5-di-tert-4-butylhydroxytoluene (bht), analytical standard		mdm-250
3,5-di-tert-butyl-4-hydroxytoluene		mdm-250
3,5-dimethoxy phenol		mdm-286
3,5-dimethoxy-4-hydroxybenzoate		mdm-466
3,5-dimethoxy-4-hydroxybenzoic acid		mdm-466
3,5-dimethoxy-4-hydroxybenzoicacid		mdm-466
3,5-dimethoxy-4-hydroxybenzyl acid		mdm-466
3,5-dimethoxy-benzoic acid hydrazide		mdm-466
3,5-dimethoxy-phenol		mdm-286
3,5-dimethoxyphenol		mdm-286
3,5-dimethoxyphenol		mdm-286
3,5-dimethoxyphenol, 97%		mdm-286
3,5-dimethoxyphenol, 99%		mdm-286
3,5-dimethyl-4-hydroxybenzoate		mdm-466
3,5-trihydroxybenzoic acid		mdm-377
3,6,7-trihydroxy-5beta-cholan-24-oic acid	cnic_95	
3,6,7-trihydroxy-5beta-cholan-24-oic acid	cnic_94	
3,6,7-trihydroxy-5beta-cholan-24-oic acid	cnic_93	
3,6,7-trihydroxycholan-24-oic acid #	cnic_110	
3,6,7-trihydroxycholan-24-oic acid #	cnic_105	
3,6,7-trihydroxycholan-24-oic acid #	cnic_111	
3,6,7-trihydroxycholan-24-oic acid #	cnic_106	
3,6,7-trihydroxycholan-24-oic acid #	cnic_107	
3,6,7-trihydroxycholan-24-oic acid #	cnic_108	
3,6,7-trihydroxycholan-24-oic acid #	cnic_109	
3,6-dihydroxy-5.beta.-cholan-24-oic acid, (3.alpha.,6.alpha.)-	cnic_62	
3,6-dihydroxy-5.beta.-cholan-24-oic acid, (3.alpha.,6.alpha.)-	cnic_46	
3,6-dihydroxy-5.beta.-cholan-24-oic acid, (3.alpha.,6.alpha.)-	cnic_64	
3,6-dihydroxy-5.beta.-cholan-24-oic acid, (3.alpha.,6.alpha.)-	cnic_65	
3,6-dihydroxy-5.beta.-cholan-24-oic acid, (3.alpha.,6.alpha.)-	cnic_63	
3,6-dihydroxycholan-24-oic acid	cnic_62	
3,6-dihydroxycholan-24-oic acid	cnic_46	
3,7,3',4'-tetrahydroxyflavone		mdm-549
3,7-dihydroxy-2-(3,4-dihydroxyphenyl)-4h-1-benzopyran-4-one		mdm-549
3,7-dihydroxycholan-24-oic acid	cnic_115	
3,7-dihydroxycholan-24-oic acid	cnic_113	
3,7-dihydroxycholan-24-oic acid	cnic_86	
3,7-dihydroxycholan-24-oic acid	cnic_85	
3,7-dihydroxycholan-24-oic acid	cnic_84	
3,7-dihydroxycholan-24-oic acid	cnic_114	
3,7-dihydroxycholan-24-oic acid	cnic_87	
3,7-dihydroxycholan-24-oic acid, (3.alpha.,5.beta.,7.alpha.)- #	cnic_101	
3,7-dihydroxycholan-24-oic acid, (3.alpha.,5.beta.,7.alpha.)- #	cnic_100	
3,7-dihydroxycholan-24-oic acid, (3.alpha.,5.beta.,7.alpha.)- #	cnic_99	
3,7-dihydroxycholan-24-oic acid, (3.alpha.,5.beta.,7.alpha.)- #	cnic_102	
3,7-dihydroxycholan-24-oic acid-, (3.alpha.,5.beta.,7.beta.)- #	cnic_84	
3,7-dihydroxycholan-24-oic acid-, (3.alpha.,5.beta.,7.beta.)- #	cnic_85	
3,7-dihydroxycholan-24-oic acid-, (3.alpha.,5.beta.,7.beta.)- #	cnic_87	
3,7-dihydroxycholan-24-oic acid-, (3.alpha.,5.beta.,7.beta.)- #	cnic_86	
3- amino- 4- hydroxybenzoic acid hydrochloride		mdm-163
3-((2'-(1h-tetrazol-5-yl)-[1,1'-biphenyl]-4-yl)-methyl)-2-butyl-1,3-diazaspiro[4.4]non-1-en-4-one		mdm-882
3-((2'-(1h-tetrazol-5-yl)biphenyl-4-yl)methyl)-2-butyl-1,3-diazaspiro[4.4]non-1-en-4-one		mdm-882
3-((2'-(2h-tetrazol-5-yl)biphenyl-4-yl)methyl)-2-butyl-1,3-diazaspiro[4.4]non-1-en-4-one		mdm-882
3-((4-amino-2-methylpyrimidin-5-yl)methyl)-5-(2-hydroxyethyl)-4-methylthiazol-3-ium		mdm-296
3-((r)-2,4-dihydroxy-3,3-dimethyl-butyrylamino)-propionic acid		mdm-444
3-(1h-imidazol-4-yl)-l-alanine		mdm-389
3-(1h-indol-3-yl)-2-keto-propionic acid	cnic_28	mdm-401
3-(1h-indol-3-yl)-2-oxidanylidene-propanoic acid	cnic_28	mdm-401
3-(1h-indol-3-yl)-2-oxopropanoate	cnic_28	
3-(1h-indol-3-yl)-2-oxopropanoic acid	cnic_28	mdm-401
3-(1h-indol-3-yl)-2-oxopropanoic acid 392-12-1	cnic_28	
3-(1h-indol-3-yl)propanoate	cnic_10	
3-(1h-indol-3-yl)propanoate	cnic_31	
3-(1h-indol-3-yl)propionate	cnic_31	
3-(1h-indol-3-yl)propionate	cnic_10	
3-(2-(methylamino)ethyl)indole		mdm-947
3-(2-amino)ethyl indole		mdm-475
3-(2-aminoethyl)-1,3-thiazolidine-2,4-dionehydrochloride		mdm-449
3-(2-aminoethyl)-1h-indole		mdm-475
3-(2-aminoethyl)indole		mdm-475
3-(2-hydroxyphenyl) propanoic acid		mdm-228
3-(2-hydroxyphenyl) propionate		mdm-228
3-(2-hydroxyphenyl)propanoic acid		mdm-228
3-(2-hydroxyphenyl)propanoic acid		mdm-228
3-(2-hydroxyphenyl)propionate		mdm-228
3-(2-hydroxyphenyl)propionic acid		mdm-228
3-(2-hydroxyphenyl)propionic acid, 99%		mdm-228
3-(2-methoxyphenyl)-(2e)-2-propenal		mdm-309
3-(2-methoxyphenyl)-2-propenal		mdm-309
3-(2-methoxyphenyl)-2-propenal #		mdm-309
3-(2-methoxyphenyl)acrylaldehyde		mdm-309
3-(2-methyl-4-aminopyrimidine-5-ylmethyl)-4-methylthiazolium-5-ethanol		mdm-296
3-(2-methylaminoethyl)-indole		mdm-947
3-(2-methylaminoethyl)indole		mdm-947
3-(2-methylaminoethyl)indole, 3-(2-[methylamino]ethyl)indole		mdm-947
3-(3'-hydroxyphenyl)propionic acid	cnic_20	mdm-559
3-(3,4-dihydroxycinnamoyl)quinate		mdm-106
3-(3,4-dihydroxycinnamoyl)quinic acid		mdm-106
3-(3-hydroxy-phenyl)-propanoate	cnic_20	mdm-559
3-(3-hydroxy-phenyl)-propanoic acid	cnic_20	mdm-559
3-(3-hydroxy-phenyl)-propionic acid	cnic_20	mdm-559
3-(3-hydroxyphenyl)-propionic acid	cnic_20	mdm-559
3-(3-hydroxyphenyl)propanoic acid	cnic_20	mdm-559
3-(3-hydroxyphenyl)propanoic acid 621-54-5	cnic_20	
3-(3-hydroxyphenyl)propionic acid	cnic_20	mdm-559
3-(3-hydroxyphenyl)propionic acid	cnic_20	mdm-559
3-(3-hydroxyphenyl)propionic acid, >=98.0% (qnmr)	cnic_20	mdm-559
3-(3-hydroxyphenyl)propionicacid	cnic_20	mdm-559
3-(3-indolyl)-2-hydroxypropanoic acid	cnic_29	
3-(3-indolyl)-2-hydroxypropionic acid	cnic_29	
3-(3-indolyl)-2-oxopropanoic acid	cnic_28	mdm-401
3-(3-indolyl)lactic acid	cnic_29	
3-(4'-hydroxyphenyl) 2-hydroxypropanoic acid	cnic_18	
3-(4'-hydroxyphenyl) 2-hydroxypropanoic acid	cnic_24	
3-(4-amino-2-methyl-pyrimidin-5-ylmethyl)-5-(2-hydroxy-ethyl)-4-methyl-thiazol-3-ium		mdm-296
3-(4-hydroxy phenyl)-2-oxo propanoic acid	cnic_17	
3-(4-hydroxy phenyl)-2-oxo propanoic acid	cnic_23	
3-(4-hydroxy-phenyl)pyruvic acid	cnic_17	
3-(4-hydroxy-phenyl)pyruvic acid	cnic_23	
3-(4-hydroxyphenyl)-2-hydroxypropanoicacid	cnic_24	
3-(4-hydroxyphenyl)-2-hydroxypropanoicacid	cnic_18	
3-(4-hydroxyphenyl)-2-oxidanylidene-propanoate	cnic_23	
3-(4-hydroxyphenyl)-2-oxo-propanoate	cnic_23	
3-(4-hydroxyphenyl)-2-oxo-propanoate	cnic_17	
3-(4-hydroxyphenyl)-2-oxo-propanoic acid	cnic_23	
3-(4-hydroxyphenyl)-2-oxo-propanoic acid	cnic_17	
3-(4-hydroxyphenyl)-2-oxo-propionic acid	cnic_17	
3-(4-hydroxyphenyl)-2-oxo-propionic acid	cnic_23	
3-(4-hydroxyphenyl)-2-oxopropanoate	cnic_23	
3-(4-hydroxyphenyl)-2-oxopropanoic acid	cnic_23	
3-(4-hydroxyphenyl)-2-oxopropanoic acid	cnic_17	
3-(4-hydroxyphenyl)-2-oxopropanoic acid #	cnic_17	
3-(4-hydroxyphenyl)-2-oxopropanoic acid #	cnic_23	
3-(4-hydroxyphenyl)-2-oxopropanoic acid 156-39-8	cnic_17	
3-(4-hydroxyphenyl)-2-oxopropanoic acid 156-39-8	cnic_23	
3-(4-hydroxyphenyl)-2-oxopropionate	cnic_17	
3-(4-hydroxyphenyl)-2-oxopropionate	cnic_23	
3-(4-hydroxyphenyl)-2-oxopropionic acid	cnic_17	
3-(4-hydroxyphenyl)-2-oxopropionic acid	cnic_23	
3-(4-hydroxyphenyl)-dl-lactate	cnic_18	
3-(4-hydroxyphenyl)-dl-lactate	cnic_24	
3-(4-hydroxyphenyl)-dl-lactic acid	cnic_24	
3-(4-hydroxyphenyl)-dl-lactic acid	cnic_18	
3-(4-hydroxyphenyl)lactate	cnic_18	
3-(4-hydroxyphenyl)lactic acid	cnic_24	
3-(4-hydroxyphenyl)lactic acid	cnic_18	
3-(4-hydroxyphenyl)pyruvate	cnic_23	
3-(4-hydroxyphenyl)pyruvate	cnic_17	
3-(4-hydroxyphenyl)pyruvic acid	cnic_17	
3-(4-hydroxyphenyl)pyruvic acid	cnic_23	
3-(beta-aminoethyl)-indole		mdm-475
3-(carboxymethyl)indole	cnic_27	
3-(hydroxy)benzyl alcohol		mdm-575
3-(hydroxymethy)phenol		mdm-575
3-(hydroxymethyl)-phenol		mdm-575
3-(hydroxymethyl)phenol		mdm-575
3-(hydroxymethyl)phenol #		mdm-575
3-(indol-3-yl)lactic acid	cnic_29	
3-(indol-3-yl)pyruvate	cnic_28	
3-(indol-3-yl)pyruvic acid	cnic_28	mdm-401
3-(m-hydroxyphenyl)propionate	cnic_20	mdm-559
3-(m-hydroxyphenyl)propionic acid	cnic_20	mdm-559
3-(n-methyl-2-amino-ethyl)-indole		mdm-947
3-(o-hydroxyphenyl) propionic acid		mdm-228
3-(o-hydroxyphenyl)propionic acid		mdm-228
3-(o-hydroxyphenyl)propionic acid, 8ci		mdm-228
3-(o-methoxyphenyl)-2-propenal		mdm-309
3-(p-hydroxyphenyl)-2-oxopropanoic acid	cnic_17	
3-(p-hydroxyphenyl)-2-oxopropanoic acid	cnic_23	
3-(p-hydroxyphenyl)-2-oxopropionate	cnic_17	
3-(p-hydroxyphenyl)-2-oxopropionate	cnic_23	
3-(p-hydroxyphenyl)-2-oxopropionic acid	cnic_23	
3-(p-hydroxyphenyl)-2-oxopropionic acid	cnic_17	
3-(p-hydroxyphenyl)-lactate	cnic_24	
3-(p-hydroxyphenyl)-lactate	cnic_18	
3-(p-hydroxyphenyl)-lactic acid	cnic_18	
3-(p-hydroxyphenyl)-lactic acid	cnic_24	
3-(p-hydroxyphenyl)pyruvate	cnic_17	
3-(p-hydroxyphenyl)pyruvate	cnic_23	
3-(p-hydroxyphenyl)pyruvic acid	cnic_23	
3-(p-hydroxyphenyl)pyruvic acid	cnic_17	
3-.alpha.,12-.alpha.-dihydroxycholansaeure	cnic_50	
3-.alpha.,6-.alpha.-dihydroxy-5-.beta.-cholan-24-oic acid	cnic_46	
3-.alpha.,6-.alpha.-dihydroxy-5-.beta.-cholan-24-oic acid	cnic_63	
3-.alpha.,6-.alpha.-dihydroxy-5-.beta.-cholan-24-oic acid	cnic_65	
3-.alpha.,6-.alpha.-dihydroxy-5-.beta.-cholan-24-oic acid	cnic_64	
3-.alpha.,6-.alpha.-dihydroxy-5-.beta.-cholan-24-oic acid	cnic_62	
3-04-00-00651 (beilstein handbook reference)		mdm-355
3-10-00-01410 (beilstein handbook reference)		mdm-911
3-10-00-02070 (beilstein handbook reference)		mdm-377
3-14-00-00868 (beilstein handbook reference)		mdm-473
3-[(2r)-2,4-dihydroxy-3,3-dimethylbutanamido]propanoic acid		mdm-444
3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-5-(2-hydroxyethyl)-4-methyl-1,3-thiazol-3-ium		mdm-296
3-[(e)-3-(3,4-dihydroxy-phenyl)-acryloyloxy]-1,4,5-trihydroxy-cyclohexanecarboxylic acid		mdm-106
3-[(hydroxy)methyl]phenol		mdm-575
3-[2-aminoethyl]indole		mdm-475
3-[3-(3,4-dihydroxy-phenyl)-acryloyloxy]-1,4,5-trihydroxy-cyclohexanecarboxylic acid		mdm-106
3-[[(2r)-2,4-dihydroxy-3,3-dimethyl-butanoyl]amino]propionic acid		mdm-444
3-[[(2r)-2,4-dihydroxy-3,3-dimethylbutanoyl]amino]propanoic acid		mdm-444
3-[[(2r)-3,3-dimethyl-2,4-bis(oxidanyl)butanoyl]amino]propanoic acid		mdm-444
3-[[3-(3,4-dihydroxyphenyl)-1-oxo-2-propenyl]oxy] 1,4,5-trihydroxycyclohexanecarboxylic acid		mdm-106
3-ahba		mdm-164
3-alpha,12-alpha-dihydroxy-5-beta-cholan-24-oic acid	cnic_50	
3-alpha,12-alpha-dihydroxy-5-beta-cholanoic acid	cnic_50	
3-alpha,12-alpha-dihydroxycholansaeure	cnic_50	
3-alpha,12-alpha-dihydroxycholansaeure [german]	cnic_50	
3-alpha,6-alpha-dihydroxy-5-beta-cholan-24-oic acid	cnic_62	
3-alpha,6-alpha-dihydroxy-5-beta-cholan-24-oic acid	cnic_64	
3-alpha,6-alpha-dihydroxy-5-beta-cholan-24-oic acid	cnic_63	
3-alpha,6-alpha-dihydroxy-5-beta-cholan-24-oic acid	cnic_46	
3-alpha,6-alpha-dihydroxy-5-beta-cholan-24-oic acid	cnic_65	
3-alpha,7-alpha-dihydroxy-5-beta-cholan-24-oic acid	cnic_99	
3-alpha,7-alpha-dihydroxy-5-beta-cholan-24-oic acid	cnic_101	
3-alpha,7-alpha-dihydroxy-5-beta-cholan-24-oic acid	cnic_100	
3-alpha,7-alpha-dihydroxy-5-beta-cholan-24-oic acid	cnic_102	
3-alpha,7-alpha-dihydroxycholanic acid	cnic_100	
3-alpha,7-alpha-dihydroxycholanic acid	cnic_99	
3-alpha,7-alpha-dihydroxycholanic acid	cnic_101	
3-alpha,7-alpha-dihydroxycholanic acid	cnic_102	
3-alpha,7-alpha-dihydroxycholansaeure	cnic_99	
3-alpha,7-alpha-dihydroxycholansaeure	cnic_100	
3-alpha,7-alpha-dihydroxycholansaeure	cnic_102	
3-alpha,7-alpha-dihydroxycholansaeure	cnic_101	
3-alpha,7-alpha-dihydroxycholansaeure [german]	cnic_101	
3-alpha,7-alpha-dihydroxycholansaeure [german]	cnic_100	
3-alpha,7-alpha-dihydroxycholansaeure [german]	cnic_102	
3-alpha,7-alpha-dihydroxycholansaeure [german]	cnic_99	
3-alpha,7-beta-dihydroxy-5-beta-cholanoic acid	cnic_87	
3-alpha,7-beta-dihydroxy-5-beta-cholanoic acid	cnic_84	
3-alpha,7-beta-dihydroxy-5-beta-cholanoic acid	cnic_85	
3-alpha,7-beta-dihydroxy-5-beta-cholanoic acid	cnic_86	
3-alpha,7-beta-dihydroxycholanic acid	cnic_86	
3-alpha,7-beta-dihydroxycholanic acid	cnic_87	
3-alpha,7-beta-dihydroxycholanic acid	cnic_84	
3-alpha,7-beta-dihydroxycholanic acid	cnic_85	
3-alpha,7-beta-dioxycholanic acid	cnic_86	
3-alpha,7-beta-dioxycholanic acid	cnic_87	
3-alpha,7-beta-dioxycholanic acid	cnic_84	
3-alpha,7-beta-dioxycholanic acid	cnic_85	
3-alpha-6-beta-hydroxy-5-beta-cholan-24-oate	cnic_117	
3-alpha-hydroxy-5-beta-cholan-24-oate	cnic_66	
3-alpha-hydroxy-5-beta-cholanate	cnic_66	
3-alpha-hydroxy-5-beta-cholanic acid	cnic_49	
3-alpha-hydroxy-5-beta-cholanic acid	cnic_68	
3-alpha-hydroxy-5-beta-cholanic acid	cnic_67	
3-alpha-hydroxy-5-beta-cholanic acid	cnic_66	
3-alpha-hydroxycholanic acid	cnic_67	
3-alpha-hydroxycholanic acid	cnic_68	
3-alpha-hydroxycholanic acid	cnic_49	
3-alpha-hydroxycholanic acid	cnic_66	
3-amino salicylate		mdm-74
3-amino salicylic acid		mdm-74
3-amino-(8ci)salicylate		mdm-74
3-amino-(8ci)salicylic acid		mdm-74
3-amino-2,3-dideoxy-scyllo-inosose	cnic_123	
3-amino-2-hydroxy-(9ci)benzoate		mdm-74
3-amino-2-hydroxy-(9ci)benzoic acid		mdm-74
3-amino-2-hydroxy-benzoate		mdm-74
3-amino-2-hydroxy-benzoic acid		mdm-74
3-amino-2-hydroxybenzoate		mdm-74
3-amino-2-hydroxybenzoic acid		mdm-74
3-amino-2-hydroxybenzoic acid #		mdm-74
3-amino-2-hydroxybenzoic acid (3-aminosalicylic acid)		mdm-74
3-amino-3-[5-(3,4-dichlorophenyl)-furan-2-yl]-propionicacid	cnic_29	
3-amino-4-hydroxy benzoic acid		mdm-163
3-amino-4-hydroxy-benzoic acid		mdm-163
3-amino-4-hydroxybenzoic acid		mdm-163
3-amino-4-hydroxybenzoic acid		mdm-163
3-amino-4-hydroxybenzoic acid, 97%		mdm-163
3-amino-4-hydroxybenzoic acid, 98%		mdm-163
3-amino-4-phenyl-butanoic acid		mdm-449
3-amino-5-hydoxybenzoic acid		mdm-164
3-amino-5-hydroxy-benzoic acid		mdm-164
3-amino-5-hydroxybenzoic acid		mdm-164
3-amino-5-hydroxybenzoic acid		mdm-164
3-amino-n-(a-carboxyphenethyl)-succinamic acid stereoisomer		mdm-347
3-amino-n-(carboxyphenethyl)-succinamic acid stereoisomer		mdm-347
3-amino-salicylate		mdm-74
3-amino-salicylic acid		mdm-74
3-aminosalicyclic acid		mdm-74
3-aminosalicylate		mdm-74
3-aminosalicylic acid		mdm-74
3-aminosalicylic acid		mdm-74
3-aminosalicylic acid,		mdm-74
3-aminosalicylic acid, 97%		mdm-74
3-beta-hydroxy-5-beta-cholan-24-oate	cnic_52	
3-beta-hydroxy-5-beta-cholanate	cnic_52	
3-beta-hydroxycholanic acid	cnic_52	
3-caffeoylquinate		mdm-106
3-caffeoylquinic acid		mdm-106
3-chloro-tyrosine		mdm-89
3-cq		mdm-106
3-cresotinate		mdm-593
3-cresotinic acid		mdm-593
3-cyanidanol, (+)-		mdm-746
3-cytidylic acid		mdm-314
3-dehydroshikimate		mdm-232
3-dehydroshikimic acid		mdm-232
3-dehydroshikimic acid		mdm-232
3-dehydroshikimic acid, >=95.0% (hplc)		mdm-232
3-epi-chenodeoxycholic acid	cnic_78	
3-epi-chenodeoxycholic acid	cnic_79	
3-epi-chenodeoxycholic acid	cnic_77	
3-epichenodeoxycholic acid	cnic_79	
3-epichenodeoxycholic acid	cnic_78	
3-epichenodeoxycholic acid	cnic_77	
3-epideoxycholate	cnic_91	
3-epideoxycholate	cnic_90	
3-epideoxycholic acid	cnic_90	
3-epideoxycholic acid	cnic_91	
3-epilithocholate	cnic_54	
3-epilithocholate	cnic_52	
3-epilithocholate	cnic_57	
3-epilithocholate	cnic_55	
3-epilithocholate	cnic_53	
3-epilithocholate	cnic_56	
3-epilithocholic acid	cnic_57	
3-epilithocholic acid	cnic_52	
3-epilithocholic acid	cnic_56	
3-epilithocholic acid	cnic_55	
3-epilithocholic acid	cnic_54	
3-epilithocholic acid	cnic_53	
3-ethyl-3-methyl-2, 5-pyrrolidinedione		mdm-809
3-ethyl-3-methyl-2,5-pyrrolidinedione		mdm-809
3-ethyl-3-methyl-pyrrolidine-2,5-dione		mdm-809
3-ethyl-3-methyl-pyrrolidine-2,5-dione (ethosuximide)		mdm-809
3-ethyl-3-methyl-pyrrolidine-2,5-dione(ethosuximide)		mdm-809
3-ethyl-3-methylazolidine-2,5-dione		mdm-809
3-ethyl-3-methylpyrrolidine-2,5-dione		mdm-809
3-ethyl-3-methylpyrroline-2,5-dione		mdm-809
3-ethyl-3-methylsuccinimide		mdm-809
3-ethyl-5-hydroxy-3-methyl-3,4-dihydro-2h-pyrrol-2-one		mdm-809
3-hydroxy benzyl alcohol		mdm-575
3-hydroxy phenyl acetic acid		mdm-285
3-hydroxy phenylacetic acid		mdm-285
3-hydroxy-1h-indole	cnic_42	
3-hydroxy-2-phenyl-propanoic acid		mdm-133
3-hydroxy-2-phenyl-propionic acid		mdm-133
3-hydroxy-2-phenylpropanoic acid		mdm-133
3-hydroxy-2-phenylpropionate		mdm-133
3-hydroxy-2-phenylpropionic acid		mdm-133
3-hydroxy-benzeneacetate		mdm-285
3-hydroxy-benzeneacetic acid		mdm-285
3-hydroxy-benzenepropanoic acid	cnic_20	mdm-559
3-hydroxy-phenyl acetic acid		mdm-285
3-hydroxy-phenyl-acetic acid		mdm-285
3-hydroxy-phenyl-methanol		mdm-575
3-hydroxy-phenylacetic acid		mdm-285
3-hydroxy-polydeoxycholic acid	cnic_50	
3-hydroxybenzeneacetic acid		mdm-285
3-hydroxybenzenemethanol		mdm-575
3-hydroxybenzenepropanoate	cnic_20	mdm-559
3-hydroxybenzenepropanoic acid	cnic_20	mdm-559
3-hydroxybenzyl alcohol		mdm-575
3-hydroxybenzyl alcohol		mdm-575
3-hydroxybenzyl alcohol, 97%		mdm-575
3-hydroxybenzyl alcohol, 99%		mdm-575
3-hydroxycholan-24-oic acid	cnic_68	
3-hydroxycholan-24-oic acid	cnic_49	
3-hydroxycholan-24-oic acid	cnic_67	
3-hydroxycholan-24-oic acid	cnic_66	
3-hydroxydihydrocinnamate	cnic_20	mdm-559
3-hydroxydihydrocinnamic acid	cnic_20	mdm-559
3-hydroxyhydrocinnamic acid	cnic_20	mdm-559
3-hydroxyindole	cnic_42	
3-hydroxymethyl phenol		mdm-575
3-hydroxymethyl-phenol		mdm-575
3-hydroxymethylphenol		mdm-575
3-hydroxyphenyl acetic acid		mdm-285
3-hydroxyphenylacetate		mdm-285
3-hydroxyphenylacetic acid		mdm-285
3-hydroxyphenylacetic acid		mdm-285
3-hydroxyphenylacetic acid, 99+%		mdm-285
3-hydroxyphenylacetic acid, >=99%		mdm-285
3-hydroxyphenylaceticacid		mdm-285
3-hydroxyphenylpropanoate	cnic_20	mdm-559
3-hydroxyphenylpropionate	cnic_20	mdm-559
3-hydroxyphenylpropionic acid	cnic_20	mdm-559
3-iaa	cnic_27	
3-indol-3-yl-2-oxopropanoic acid	cnic_28	mdm-401
3-indole acetic acid	cnic_27	
3-indole-acetic acid	cnic_27	
3-indole-pyruvic acid	cnic_28	mdm-401
3-indoleacetic acid	cnic_27	
3-indoleacetic acid, 98%	cnic_27	
3-indoleacetic acid, 99%	cnic_27	
3-indoleacetic acid, >=98.0% (t)	cnic_27	
3-indoleacetic acid, pestanal(r), analytical standard	cnic_27	
3-indoleacetic acid, plant cell culture tested, crystalline	cnic_27	
3-indoleacetic acid, saj special grade, >=98.5%	cnic_27	
3-indoleacetic acid, technical, >=95% (t)	cnic_27	
3-indoleaceticacid	cnic_27	
3-indoleethanamine		mdm-475
3-indoleethylamine		mdm-475
3-indolelactic acid	cnic_29	
3-indolepyruvic acid	cnic_28	mdm-401
3-indolpyruvic acid	cnic_28	mdm-401
3-indolyl acetic acid	cnic_27	
3-indolyl acetic acid 100 microg/ml in acetonitrile	cnic_27	
3-indolyl-acetic acid	cnic_27	
3-indolylacetate	cnic_27	
3-indolylacetic acid	cnic_27	
3-indolylessigsaeure	cnic_27	
3-indolylethylamine		mdm-475
3-indolyllactic acid	cnic_29	
