FeatureInfo_Name	Apex m/z	RT [min]	Identifier	Adduct	mz Error (ppm)	Molecular Weight	Name	Peptide	Halogenated	Plant	NaturalProduct	MDM	Drug	Food	Formula	TP_Class	TP_Class_argmax	TP_corr1_score	TP_corr2_score	TP_Adduct_Score	TP_max_corr2	TP_max_corr2_Apex	TPMetrics	TPMetrics_rank	C18_2000n	C18_2001n	C18_2002n	C18_2003n	C18_2004n	C18_2005n	C18_2006n	C18_2007n	C18_2008n	C18_2009n	C18_2010n	C18_2101n	C18_2201n	C18_2202n	C18_2203n	C18_2204n	C18_2205n	C18_2301n	C18_2401n	C18_2402n	C18_2403n	C18_2404n	C18_2405n	C18_2406n	C18_2407n	C18_2408n	C18_2409n	C18_2410n	C18_2501n	C18_2601n	C18_2602n	C18_2603n	C18_2604n	C18_2605n	C18_C1901n	C18_C2001n	C18_C2002n	C18_C2003n	C18_C2004n	C18_C2005n	C18_C2006_n	C18_C2007n	C18_C2008n	C18_C2009n	C18_C2010n	C18_C2101n	C18_C2201n	C18_C2202n	C18_C2203n	C18_C2204n	C18_C2205n	C18_C2206n	C18_C2301n	C18_C2401n	C18_C2402n	C18_C2403n	C18_C2404n	C18_C2405n	C18_C2406n	C18_C2407n	C18_C2408n	C18_C2409n	C18_C2410n	C18_C2501n	C18_C2601n	C18_C2602n	C18_C2603n	C18_C2604n	C18_C2605n	C18_C2606_n
A0217	369.17404	5.107	151421	M-H	9.0	370.178	Calanolide				NP		Drug		C22H26O5			[-0.0]	[4.778890119224696]	[0.0]	[0.4320006998512816]	[583.2549]	3.8111648700816954	4	1.01879743	1.013682241	0.934888049	0.958312013	1.052481349	0.987458176	1.042659628	1.051403297	1.101870048	1.050431824	0.956899917	0.96397783	0.991753978	1.040792896	0.965180877	0.942409016	0.989859212	1.007923977	1.001691149	0.976410111	0.963778927	1.081435854	0.990718785	1.007713883	1.040862784	1.104116056	1.036615496	0.957709297	0.931896888	0.99432872	1.050188539	0.961025207	0.977087129	0.957202382	1.071283358	0.954238859	1.020835812	0.975899083	0.996517755	0.945732529	1.039217461	0.965210741	0.959468525	1.008810045	0.915262209	1.039187283	1.036140051	0.952763784	0.978280741	0.920544157	0.94728964	1.045463617	1.105846582	0.94379712	0.994891724	1.007212262	0.948648915	0.947272085	1.000330339	0.966242057	0.930957329	1.003783067	0.921501405	1.007804126	1.02913383	0.961344699	0.969698635	0.984251292	0.903470225	0.951092014
A0217	369.17404	5.107	133895 // 149619	M-H	9.0	370.178	Licarin // Kanzonol							Food	C22H26O5			[-0.0]	[4.778890119224696]	[0.0]	[0.4320006998512816]	[583.2549]	3.8111648700816954	4	1.01879743	1.013682241	0.934888049	0.958312013	1.052481349	0.987458176	1.042659628	1.051403297	1.101870048	1.050431824	0.956899917	0.96397783	0.991753978	1.040792896	0.965180877	0.942409016	0.989859212	1.007923977	1.001691149	0.976410111	0.963778927	1.081435854	0.990718785	1.007713883	1.040862784	1.104116056	1.036615496	0.957709297	0.931896888	0.99432872	1.050188539	0.961025207	0.977087129	0.957202382	1.071283358	0.954238859	1.020835812	0.975899083	0.996517755	0.945732529	1.039217461	0.965210741	0.959468525	1.008810045	0.915262209	1.039187283	1.036140051	0.952763784	0.978280741	0.920544157	0.94728964	1.045463617	1.105846582	0.94379712	0.994891724	1.007212262	0.948648915	0.947272085	1.000330339	0.966242057	0.930957329	1.003783067	0.921501405	1.007804126	1.02913383	0.961344699	0.969698635	0.984251292	0.903470225	0.951092014
A0217	369.17404	5.107	12515	M-H	9.0	370.178	Unanisoflavan				NP				C22H26O5			[-0.0]	[4.778890119224696]	[0.0]	[0.4320006998512816]	[583.2549]	3.8111648700816954	4	1.01879743	1.013682241	0.934888049	0.958312013	1.052481349	0.987458176	1.042659628	1.051403297	1.101870048	1.050431824	0.956899917	0.96397783	0.991753978	1.040792896	0.965180877	0.942409016	0.989859212	1.007923977	1.001691149	0.976410111	0.963778927	1.081435854	0.990718785	1.007713883	1.040862784	1.104116056	1.036615496	0.957709297	0.931896888	0.99432872	1.050188539	0.961025207	0.977087129	0.957202382	1.071283358	0.954238859	1.020835812	0.975899083	0.996517755	0.945732529	1.039217461	0.965210741	0.959468525	1.008810045	0.915262209	1.039187283	1.036140051	0.952763784	0.978280741	0.920544157	0.94728964	1.045463617	1.105846582	0.94379712	0.994891724	1.007212262	0.948648915	0.947272085	1.000330339	0.966242057	0.930957329	1.003783067	0.921501405	1.007804126	1.02913383	0.961344699	0.969698635	0.984251292	0.903470225	0.951092014
A0217	369.17404	5.107	74170	M-H	0.0	370.1812	Lorcainide		x				Drug		C22H27ClN2O			[-0.0]	[4.778890119224696]	[0.0]	[0.4320006998512816]	[583.2549]	4.778890119224696	2	1.01879743	1.013682241	0.934888049	0.958312013	1.052481349	0.987458176	1.042659628	1.051403297	1.101870048	1.050431824	0.956899917	0.96397783	0.991753978	1.040792896	0.965180877	0.942409016	0.989859212	1.007923977	1.001691149	0.976410111	0.963778927	1.081435854	0.990718785	1.007713883	1.040862784	1.104116056	1.036615496	0.957709297	0.931896888	0.99432872	1.050188539	0.961025207	0.977087129	0.957202382	1.071283358	0.954238859	1.020835812	0.975899083	0.996517755	0.945732529	1.039217461	0.965210741	0.959468525	1.008810045	0.915262209	1.039187283	1.036140051	0.952763784	0.978280741	0.920544157	0.94728964	1.045463617	1.105846582	0.94379712	0.994891724	1.007212262	0.948648915	0.947272085	1.000330339	0.966242057	0.930957329	1.003783067	0.921501405	1.007804126	1.02913383	0.961344699	0.969698635	0.984251292	0.903470225	0.951092014
A0217	369.17404	5.107	41136 // 41173 // 41171 // 41153 // 78459 // 173563 // 173564	M-H	0.0	370.1814	LMSD{ ST 19:1;O2;S } // Dihydrotestosterone sulfate // Epiandrosterone sulfate // Androstan-ol-one sulfate // Hydroxy-androstan-one sulfate								C19H30O5S	ST	ST	[-0.0]	[4.294486554261106]	[12.0]	[0.4320006998512816]	[583.2549]	16.294486554261105	1	1.01879743	1.013682241	0.934888049	0.958312013	1.052481349	0.987458176	1.042659628	1.051403297	1.101870048	1.050431824	0.956899917	0.96397783	0.991753978	1.040792896	0.965180877	0.942409016	0.989859212	1.007923977	1.001691149	0.976410111	0.963778927	1.081435854	0.990718785	1.007713883	1.040862784	1.104116056	1.036615496	0.957709297	0.931896888	0.99432872	1.050188539	0.961025207	0.977087129	0.957202382	1.071283358	0.954238859	1.020835812	0.975899083	0.996517755	0.945732529	1.039217461	0.965210741	0.959468525	1.008810045	0.915262209	1.039187283	1.036140051	0.952763784	0.978280741	0.920544157	0.94728964	1.045463617	1.105846582	0.94379712	0.994891724	1.007212262	0.948648915	0.947272085	1.000330339	0.966242057	0.930957329	1.003783067	0.921501405	1.007804126	1.02913383	0.961344699	0.969698635	0.984251292	0.903470225	0.951092014
A0217	369.17404	5.107	170858 // 170859	M+Cl	5.0	334.2063	JWH								C23H14D7NO			[-0.0]	[4.778890119224696]	[0.0]	[0.4320006998512816]	[583.2549]	4.480209486773153	3	1.01879743	1.013682241	0.934888049	0.958312013	1.052481349	0.987458176	1.042659628	1.051403297	1.101870048	1.050431824	0.956899917	0.96397783	0.991753978	1.040792896	0.965180877	0.942409016	0.989859212	1.007923977	1.001691149	0.976410111	0.963778927	1.081435854	0.990718785	1.007713883	1.040862784	1.104116056	1.036615496	0.957709297	0.931896888	0.99432872	1.050188539	0.961025207	0.977087129	0.957202382	1.071283358	0.954238859	1.020835812	0.975899083	0.996517755	0.945732529	1.039217461	0.965210741	0.959468525	1.008810045	0.915262209	1.039187283	1.036140051	0.952763784	0.978280741	0.920544157	0.94728964	1.045463617	1.105846582	0.94379712	0.994891724	1.007212262	0.948648915	0.947272085	1.000330339	0.966242057	0.930957329	1.003783067	0.921501405	1.007804126	1.02913383	0.961344699	0.969698635	0.984251292	0.903470225	0.951092014
A0217	369.17404	5.107	76008	M+Cl	0.0	334.2045	Carnocin U							Food	C22H26N2O			[-0.0]	[4.778890119224696]	[0.0]	[0.4320006998512816]	[583.2549]	4.778890119224696	2	1.01879743	1.013682241	0.934888049	0.958312013	1.052481349	0.987458176	1.042659628	1.051403297	1.101870048	1.050431824	0.956899917	0.96397783	0.991753978	1.040792896	0.965180877	0.942409016	0.989859212	1.007923977	1.001691149	0.976410111	0.963778927	1.081435854	0.990718785	1.007713883	1.040862784	1.104116056	1.036615496	0.957709297	0.931896888	0.99432872	1.050188539	0.961025207	0.977087129	0.957202382	1.071283358	0.954238859	1.020835812	0.975899083	0.996517755	0.945732529	1.039217461	0.965210741	0.959468525	1.008810045	0.915262209	1.039187283	1.036140051	0.952763784	0.978280741	0.920544157	0.94728964	1.045463617	1.105846582	0.94379712	0.994891724	1.007212262	0.948648915	0.947272085	1.000330339	0.966242057	0.930957329	1.003783067	0.921501405	1.007804126	1.02913383	0.961344699	0.969698635	0.984251292	0.903470225	0.951092014
A0217	369.17404	5.107	152479	M+HCOOH-H	0.0	324.1759	Piperonyl sulfoxide								C18H28O3S			[-0.0]	[4.778890119224696]	[0.0]	[0.4320006998512816]	[583.2549]	4.778890119224696	2	1.01879743	1.013682241	0.934888049	0.958312013	1.052481349	0.987458176	1.042659628	1.051403297	1.101870048	1.050431824	0.956899917	0.96397783	0.991753978	1.040792896	0.965180877	0.942409016	0.989859212	1.007923977	1.001691149	0.976410111	0.963778927	1.081435854	0.990718785	1.007713883	1.040862784	1.104116056	1.036615496	0.957709297	0.931896888	0.99432872	1.050188539	0.961025207	0.977087129	0.957202382	1.071283358	0.954238859	1.020835812	0.975899083	0.996517755	0.945732529	1.039217461	0.965210741	0.959468525	1.008810045	0.915262209	1.039187283	1.036140051	0.952763784	0.978280741	0.920544157	0.94728964	1.045463617	1.105846582	0.94379712	0.994891724	1.007212262	0.948648915	0.947272085	1.000330339	0.966242057	0.930957329	1.003783067	0.921501405	1.007804126	1.02913383	0.961344699	0.969698635	0.984251292	0.903470225	0.951092014
A0217	369.17404	5.107	168960 // 168961 // 168962 // 168963 // 168964 // 168959	M-H+HCOONa	5.0	302.1954	Gly Lys Val	Pep							C13H26N4O4			[-0.0]	[4.778890119224696]	[0.0]	[0.4320006998512816]	[583.2549]	4.480209486773153	3	1.01879743	1.013682241	0.934888049	0.958312013	1.052481349	0.987458176	1.042659628	1.051403297	1.101870048	1.050431824	0.956899917	0.96397783	0.991753978	1.040792896	0.965180877	0.942409016	0.989859212	1.007923977	1.001691149	0.976410111	0.963778927	1.081435854	0.990718785	1.007713883	1.040862784	1.104116056	1.036615496	0.957709297	0.931896888	0.99432872	1.050188539	0.961025207	0.977087129	0.957202382	1.071283358	0.954238859	1.020835812	0.975899083	0.996517755	0.945732529	1.039217461	0.965210741	0.959468525	1.008810045	0.915262209	1.039187283	1.036140051	0.952763784	0.978280741	0.920544157	0.94728964	1.045463617	1.105846582	0.94379712	0.994891724	1.007212262	0.948648915	0.947272085	1.000330339	0.966242057	0.930957329	1.003783067	0.921501405	1.007804126	1.02913383	0.961344699	0.969698635	0.984251292	0.903470225	0.951092014
A0157	378.24131	9.148	174456	M-H	4.0	379.2471	Celiprolol						Drug		C20H33N3O4			[-0.0]	[10.627216598663374]	[0.0]	[0.6151867728107777]	[271.22773]	10.202127934716838	1	1.01643055	1.040157639	1.047101705	1.084748068	0.960267718	1.085481678	1.045434023	1.062466697	1.05413416	1.041979758	1.087823742	1.094016344	1.040735355	1.043065216	1.040718015	1.035619073	1.037535492	1.057480461	1.0519811	1.047297237	1.079551582	1.045470741	1.100526656	1.054628227	1.086286417	1.05861678	1.057212795	1.096895048	1.058460966	1.062970092	1.043071278	1.066075427	1.068012977	1.02485563	1.034621947	1.070553534	1.0544776	1.095111175	1.057358601	1.040325638	1.064580989	1.034046973	1.023480365	1.042460734	1.02690059	1.041272609	1.048743336	1.056409317	1.054426291	1.000108554	1.020370501	1.056234791	1.044300428	1.072669575	1.04574966	1.037872939	1.031355124	1.022448705	1.054156741	1.032735486	1.034089065	1.019684	1.069047419	1.034405806	1.047309524	1.049444282	1.052766984	1.044475866	1.036651614	1.023757769
A0157	378.24131	9.148	34081 // 140919	M-H	0.0	379.2488	LMSD{ SPBP 18:1;O2 } // palmitoyl-phosphoethanolamine								C18H38NO5P	SPBP	SPBP	[-0.0]	[-0.0]	[0.0]	[nan]	[nan]	0.0	4	1.01643055	1.040157639	1.047101705	1.084748068	0.960267718	1.085481678	1.045434023	1.062466697	1.05413416	1.041979758	1.087823742	1.094016344	1.040735355	1.043065216	1.040718015	1.035619073	1.037535492	1.057480461	1.0519811	1.047297237	1.079551582	1.045470741	1.100526656	1.054628227	1.086286417	1.05861678	1.057212795	1.096895048	1.058460966	1.062970092	1.043071278	1.066075427	1.068012977	1.02485563	1.034621947	1.070553534	1.0544776	1.095111175	1.057358601	1.040325638	1.064580989	1.034046973	1.023480365	1.042460734	1.02690059	1.041272609	1.048743336	1.056409317	1.054426291	1.000108554	1.020370501	1.056234791	1.044300428	1.072669575	1.04574966	1.037872939	1.031355124	1.022448705	1.054156741	1.032735486	1.034089065	1.019684	1.069047419	1.034405806	1.047309524	1.049444282	1.052766984	1.044475866	1.036651614	1.023757769
A0157	378.24131	9.148	152414 // 161015	M-H	7.0	379.2511	Aurachin				NP				C25H33NO2			[-0.0]	[10.627216598663374]	[0.0]	[0.6151867728107777]	[271.22773]	9.32538256532711	2	1.01643055	1.040157639	1.047101705	1.084748068	0.960267718	1.085481678	1.045434023	1.062466697	1.05413416	1.041979758	1.087823742	1.094016344	1.040735355	1.043065216	1.040718015	1.035619073	1.037535492	1.057480461	1.0519811	1.047297237	1.079551582	1.045470741	1.100526656	1.054628227	1.086286417	1.05861678	1.057212795	1.096895048	1.058460966	1.062970092	1.043071278	1.066075427	1.068012977	1.02485563	1.034621947	1.070553534	1.0544776	1.095111175	1.057358601	1.040325638	1.064580989	1.034046973	1.023480365	1.042460734	1.02690059	1.041272609	1.048743336	1.056409317	1.054426291	1.000108554	1.020370501	1.056234791	1.044300428	1.072669575	1.04574966	1.037872939	1.031355124	1.022448705	1.054156741	1.032735486	1.034089065	1.019684	1.069047419	1.034405806	1.047309524	1.049444282	1.052766984	1.044475866	1.036651614	1.023757769
A0157	378.24131	9.148	32819 // 32686 // 32658 // 165782	M+Cl	1.0	343.2723	LMSD{ NA 19:1;O3 } // LMSD{ CAR 12:0 } // Dodecanoyl-carnitine // Octanoylcarnitine butyl ester								C19H37NO4	CAR // NA	CAR	[-0.0]	[6.496932749025853, 4.4280633030692025]	[0.0, 0.0]	[0.5584988190009623, 0.4282215029306272]	[540.32995, 504.30912]	6.480690417153289	3	1.01643055	1.040157639	1.047101705	1.084748068	0.960267718	1.085481678	1.045434023	1.062466697	1.05413416	1.041979758	1.087823742	1.094016344	1.040735355	1.043065216	1.040718015	1.035619073	1.037535492	1.057480461	1.0519811	1.047297237	1.079551582	1.045470741	1.100526656	1.054628227	1.086286417	1.05861678	1.057212795	1.096895048	1.058460966	1.062970092	1.043071278	1.066075427	1.068012977	1.02485563	1.034621947	1.070553534	1.0544776	1.095111175	1.057358601	1.040325638	1.064580989	1.034046973	1.023480365	1.042460734	1.02690059	1.041272609	1.048743336	1.056409317	1.054426291	1.000108554	1.020370501	1.056234791	1.044300428	1.072669575	1.04574966	1.037872939	1.031355124	1.022448705	1.054156741	1.032735486	1.034089065	1.019684	1.069047419	1.034405806	1.047309524	1.049444282	1.052766984	1.044475866	1.036651614	1.023757769
A0181	383.15342	4.163	180978 // 152250 // 17357	M-H	9.0	384.1573	Versicone // Schizandrin // Eriodictyol dimethyl ether prenyl ether								C22H24O6			[-0.0]	[1.60813469210661]	[0.0]	[0.33790569503980405]	[369.17404]	1.2824874169550213	7	1.039355879	1.039592119	1.069749082	1.059813612	1.051701954	1.051599743	1.060939181	1.021526526	1.07253282	1.105940932	1.031309479	1.063315124	0.987173742	1.122380967	0.961552151	1.076717662	1.062464446	1.035741053	1.011230595	1.015870659	1.026607234	1.064660008	1.058051211	1.009420543	0.981579598	1.051609618	1.02192591	0.998449367	1.021566857	1.034798825	1.097882891	0.973928968	1.056523224	1.020845988	1.079171203	1.031132095	1.067712156	0.999556306	1.013648115	1.027992	1.003376714	1.078084888	1.011623617	1.010171355	0.964841199	1.077082374	1.056518241	0.969644916	1.157350852	0.980883153	0.999630366	0.994019992	1.113523877	1.062518376	1.051482903	0.989164176	1.069805064	1.043319957	1.049318986	1.058824874	1.005119821	1.034391735	0.96171699	1.034516182	0.977247507	1.039494503	1.001381939	1.156146046	0.991867287	0.933465517
A0181	383.15342	4.163	117039 // 17231 // 107928 // 51915 // 120307	M-H	9.0	384.1573	Dehydroporson // Dihydroxy-dimethoxy-prenylflavanone // Ethylcubebin // Glicoisoflavanone // Kanzonol							Food	C22H24O6			[-0.0]	[1.60813469210661]	[0.0]	[0.33790569503980405]	[369.17404]	1.2824874169550213	7	1.039355879	1.039592119	1.069749082	1.059813612	1.051701954	1.051599743	1.060939181	1.021526526	1.07253282	1.105940932	1.031309479	1.063315124	0.987173742	1.122380967	0.961552151	1.076717662	1.062464446	1.035741053	1.011230595	1.015870659	1.026607234	1.064660008	1.058051211	1.009420543	0.981579598	1.051609618	1.02192591	0.998449367	1.021566857	1.034798825	1.097882891	0.973928968	1.056523224	1.020845988	1.079171203	1.031132095	1.067712156	0.999556306	1.013648115	1.027992	1.003376714	1.078084888	1.011623617	1.010171355	0.964841199	1.077082374	1.056518241	0.969644916	1.157350852	0.980883153	0.999630366	0.994019992	1.113523877	1.062518376	1.051482903	0.989164176	1.069805064	1.043319957	1.049318986	1.058824874	1.005119821	1.034391735	0.96171699	1.034516182	0.977247507	1.039494503	1.001381939	1.156146046	0.991867287	0.933465517
A0181	383.15342	4.163	12245	M-H	9.0	384.1573	Echinoisosophoranone				NP				C22H24O6			[-0.0]	[1.60813469210661]	[0.0]	[0.33790569503980405]	[369.17404]	1.2824874169550213	7	1.039355879	1.039592119	1.069749082	1.059813612	1.051701954	1.051599743	1.060939181	1.021526526	1.07253282	1.105940932	1.031309479	1.063315124	0.987173742	1.122380967	0.961552151	1.076717662	1.062464446	1.035741053	1.011230595	1.015870659	1.026607234	1.064660008	1.058051211	1.009420543	0.981579598	1.051609618	1.02192591	0.998449367	1.021566857	1.034798825	1.097882891	0.973928968	1.056523224	1.020845988	1.079171203	1.031132095	1.067712156	0.999556306	1.013648115	1.027992	1.003376714	1.078084888	1.011623617	1.010171355	0.964841199	1.077082374	1.056518241	0.969644916	1.157350852	0.980883153	0.999630366	0.994019992	1.113523877	1.062518376	1.051482903	0.989164176	1.069805064	1.043319957	1.049318986	1.058824874	1.005119821	1.034391735	0.96171699	1.034516182	0.977247507	1.039494503	1.001381939	1.156146046	0.991867287	0.933465517
A0181	383.15342	4.163	44190 // 41152 // 165412 // 174778	M-H	0.0	384.1607	LMSD{ ST 19:2;O3;S } // Dihydroxyandrostenone sulfate // Hydroxy-oxoandrost-en-yl sulfate								C19H28O6S	ST	ST	[-0.0]	[1.60813469210661]	[12.0]	[0.33790569503980405]	[369.17404]	13.60813469210661	1	1.039355879	1.039592119	1.069749082	1.059813612	1.051701954	1.051599743	1.060939181	1.021526526	1.07253282	1.105940932	1.031309479	1.063315124	0.987173742	1.122380967	0.961552151	1.076717662	1.062464446	1.035741053	1.011230595	1.015870659	1.026607234	1.064660008	1.058051211	1.009420543	0.981579598	1.051609618	1.02192591	0.998449367	1.021566857	1.034798825	1.097882891	0.973928968	1.056523224	1.020845988	1.079171203	1.031132095	1.067712156	0.999556306	1.013648115	1.027992	1.003376714	1.078084888	1.011623617	1.010171355	0.964841199	1.077082374	1.056518241	0.969644916	1.157350852	0.980883153	0.999630366	0.994019992	1.113523877	1.062518376	1.051482903	0.989164176	1.069805064	1.043319957	1.049318986	1.058824874	1.005119821	1.034391735	0.96171699	1.034516182	0.977247507	1.039494503	1.001381939	1.156146046	0.991867287	0.933465517
A0181	383.15342	4.163	54566	M-H	6.0	384.1632	Butanediol apiosylglucoside							Food	C15H28O11			[-0.0]	[1.60813469210661]	[0.0]	[0.33790569503980405]	[369.17404]	1.4634025698170152	5	1.039355879	1.039592119	1.069749082	1.059813612	1.051701954	1.051599743	1.060939181	1.021526526	1.07253282	1.105940932	1.031309479	1.063315124	0.987173742	1.122380967	0.961552151	1.076717662	1.062464446	1.035741053	1.011230595	1.015870659	1.026607234	1.064660008	1.058051211	1.009420543	0.981579598	1.051609618	1.02192591	0.998449367	1.021566857	1.034798825	1.097882891	0.973928968	1.056523224	1.020845988	1.079171203	1.031132095	1.067712156	0.999556306	1.013648115	1.027992	1.003376714	1.078084888	1.011623617	1.010171355	0.964841199	1.077082374	1.056518241	0.969644916	1.157350852	0.980883153	0.999630366	0.994019992	1.113523877	1.062518376	1.051482903	0.989164176	1.069805064	1.043319957	1.049318986	1.058824874	1.005119821	1.034391735	0.96171699	1.034516182	0.977247507	1.039494503	1.001381939	1.156146046	0.991867287	0.933465517
A0181	383.15342	4.163	154578	M+Cl	5.0	348.1856	Chloroprogesterone		x						C21H29ClO2			[-0.0]	[1.60813469210661]	[0.0]	[0.33790569503980405]	[369.17404]	1.5076262738499469	4	1.039355879	1.039592119	1.069749082	1.059813612	1.051701954	1.051599743	1.060939181	1.021526526	1.07253282	1.105940932	1.031309479	1.063315124	0.987173742	1.122380967	0.961552151	1.076717662	1.062464446	1.035741053	1.011230595	1.015870659	1.026607234	1.064660008	1.058051211	1.009420543	0.981579598	1.051609618	1.02192591	0.998449367	1.021566857	1.034798825	1.097882891	0.973928968	1.056523224	1.020845988	1.079171203	1.031132095	1.067712156	0.999556306	1.013648115	1.027992	1.003376714	1.078084888	1.011623617	1.010171355	0.964841199	1.077082374	1.056518241	0.969644916	1.157350852	0.980883153	0.999630366	0.994019992	1.113523877	1.062518376	1.051482903	0.989164176	1.069805064	1.043319957	1.049318986	1.058824874	1.005119821	1.034391735	0.96171699	1.034516182	0.977247507	1.039494503	1.001381939	1.156146046	0.991867287	0.933465517
A0181	383.15342	4.163	52059	M+Cl	1.0	348.1838	Acrivastine						Drug		C22H24N2O2			[-0.0]	[1.60813469210661]	[0.0]	[0.33790569503980405]	[369.17404]	1.6041143553763435	2	1.039355879	1.039592119	1.069749082	1.059813612	1.051701954	1.051599743	1.060939181	1.021526526	1.07253282	1.105940932	1.031309479	1.063315124	0.987173742	1.122380967	0.961552151	1.076717662	1.062464446	1.035741053	1.011230595	1.015870659	1.026607234	1.064660008	1.058051211	1.009420543	0.981579598	1.051609618	1.02192591	0.998449367	1.021566857	1.034798825	1.097882891	0.973928968	1.056523224	1.020845988	1.079171203	1.031132095	1.067712156	0.999556306	1.013648115	1.027992	1.003376714	1.078084888	1.011623617	1.010171355	0.964841199	1.077082374	1.056518241	0.969644916	1.157350852	0.980883153	0.999630366	0.994019992	1.113523877	1.062518376	1.051482903	0.989164176	1.069805064	1.043319957	1.049318986	1.058824874	1.005119821	1.034391735	0.96171699	1.034516182	0.977247507	1.039494503	1.001381939	1.156146046	0.991867287	0.933465517
A0181	383.15342	4.163	171869 // 171872 // 171873 // 171876 // 171877 // 171880 // 171870 // 171871 // 171874 // 171875 // 171878 // 171879	M+Cl	2.0	348.1831	Ala Lys Met // Cys Lys Val	Pep							C14H28N4O4S			[-0.0]	[1.60813469210661]	[0.0]	[0.33790569503980405]	[369.17404]	1.5920533451855439	3	1.039355879	1.039592119	1.069749082	1.059813612	1.051701954	1.051599743	1.060939181	1.021526526	1.07253282	1.105940932	1.031309479	1.063315124	0.987173742	1.122380967	0.961552151	1.076717662	1.062464446	1.035741053	1.011230595	1.015870659	1.026607234	1.064660008	1.058051211	1.009420543	0.981579598	1.051609618	1.02192591	0.998449367	1.021566857	1.034798825	1.097882891	0.973928968	1.056523224	1.020845988	1.079171203	1.031132095	1.067712156	0.999556306	1.013648115	1.027992	1.003376714	1.078084888	1.011623617	1.010171355	0.964841199	1.077082374	1.056518241	0.969644916	1.157350852	0.980883153	0.999630366	0.994019992	1.113523877	1.062518376	1.051482903	0.989164176	1.069805064	1.043319957	1.049318986	1.058824874	1.005119821	1.034391735	0.96171699	1.034516182	0.977247507	1.039494503	1.001381939	1.156146046	0.991867287	0.933465517
A0181	383.15342	4.163	182728 // 182998	M+HCOOH-H	1.0	338.155	Hapalindole // epi-Fischerindole		x						C21H23ClN2			[-0.0]	[1.60813469210661]	[0.0]	[0.33790569503980405]	[369.17404]	1.6041143553763435	2	1.039355879	1.039592119	1.069749082	1.059813612	1.051701954	1.051599743	1.060939181	1.021526526	1.07253282	1.105940932	1.031309479	1.063315124	0.987173742	1.122380967	0.961552151	1.076717662	1.062464446	1.035741053	1.011230595	1.015870659	1.026607234	1.064660008	1.058051211	1.009420543	0.981579598	1.051609618	1.02192591	0.998449367	1.021566857	1.034798825	1.097882891	0.973928968	1.056523224	1.020845988	1.079171203	1.031132095	1.067712156	0.999556306	1.013648115	1.027992	1.003376714	1.078084888	1.011623617	1.010171355	0.964841199	1.077082374	1.056518241	0.969644916	1.157350852	0.980883153	0.999630366	0.994019992	1.113523877	1.062518376	1.051482903	0.989164176	1.069805064	1.043319957	1.049318986	1.058824874	1.005119821	1.034391735	0.96171699	1.034516182	0.977247507	1.039494503	1.001381939	1.156146046	0.991867287	0.933465517
A0181	383.15342	4.163	169603 // 169611 // 169617 // 169626 // 169627 // 169629 // 169604 // 169615 // 169622 // 169628 // 169605 // 169607 // 169609 // 169619 // 169624 // 169631 // 169606 // 169608 // 169616 // 169632 // 169610 // 169613 // 169620 // 169623 // 169625 // 169630 // 169612 // 169614 // 169618 // 169621	M-H+HCOONa	5.0	316.1747	Ala Gln Val // Ala Asn Leu // Gln Gly Ile // Ala Asn Ile // Gln Gly Leu // Leu-Ala // Ala-Leu // Ala-Ile // Ile-Ala	Pep							C13H24N4O5			[-0.0]	[1.60813469210661]	[0.0]	[0.33790569503980405]	[369.17404]	1.5076262738499469	4	1.039355879	1.039592119	1.069749082	1.059813612	1.051701954	1.051599743	1.060939181	1.021526526	1.07253282	1.105940932	1.031309479	1.063315124	0.987173742	1.122380967	0.961552151	1.076717662	1.062464446	1.035741053	1.011230595	1.015870659	1.026607234	1.064660008	1.058051211	1.009420543	0.981579598	1.051609618	1.02192591	0.998449367	1.021566857	1.034798825	1.097882891	0.973928968	1.056523224	1.020845988	1.079171203	1.031132095	1.067712156	0.999556306	1.013648115	1.027992	1.003376714	1.078084888	1.011623617	1.010171355	0.964841199	1.077082374	1.056518241	0.969644916	1.157350852	0.980883153	0.999630366	0.994019992	1.113523877	1.062518376	1.051482903	0.989164176	1.069805064	1.043319957	1.049318986	1.058824874	1.005119821	1.034391735	0.96171699	1.034516182	0.977247507	1.039494503	1.001381939	1.156146046	0.991867287	0.933465517
A0181	383.15342	4.163	151236	M-H+HCOONa	8.0	316.1706	Imipramine hydrochloride		x				Drug		C19H24N2.HCl			[-0.0]	[1.60813469210661]	[0.0]	[0.33790569503980405]	[369.17404]	1.3508331413695522	6	1.039355879	1.039592119	1.069749082	1.059813612	1.051701954	1.051599743	1.060939181	1.021526526	1.07253282	1.105940932	1.031309479	1.063315124	0.987173742	1.122380967	0.961552151	1.076717662	1.062464446	1.035741053	1.011230595	1.015870659	1.026607234	1.064660008	1.058051211	1.009420543	0.981579598	1.051609618	1.02192591	0.998449367	1.021566857	1.034798825	1.097882891	0.973928968	1.056523224	1.020845988	1.079171203	1.031132095	1.067712156	0.999556306	1.013648115	1.027992	1.003376714	1.078084888	1.011623617	1.010171355	0.964841199	1.077082374	1.056518241	0.969644916	1.157350852	0.980883153	0.999630366	0.994019992	1.113523877	1.062518376	1.051482903	0.989164176	1.069805064	1.043319957	1.049318986	1.058824874	1.005119821	1.034391735	0.96171699	1.034516182	0.977247507	1.039494503	1.001381939	1.156146046	0.991867287	0.933465517
