Identifier	Experimental mass	Name	Formula	Adduct	Molecular Weight	mz Error (ppm)	ionizationScore	finalScore	hmdb_compound	hmdb_uri	lipidmaps_compound	lipidmaps_uri	metlin_compound	metlin_uri	pubchem_compound	pubchem_uri	inChiKey	pathways	cas	_TPIDX
18411	874.78481	TG(16:1(9Z)/18:0/18:2(9Z,12Z))[iso6]	C55H100O6	M+NH4	856.751992	1	-2	-2	N/A	N/A	LMGL03010122	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGL03010122	4819.0	https://metlin.scripps.edu/metabo_info.php?molid=4819	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	HLYOUKKBNQIMLH-CYRKDGISSA-N	[]	N/A	676
18414	874.78481	TG(16:0/18:0/18:3(9Z,12Z,15Z))[iso6]	C55H100O6	M+NH4	856.751992	1	-2	-2	N/A	N/A	LMGL03010125	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGL03010125	4822.0	https://metlin.scripps.edu/metabo_info.php?molid=4822	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	QRLNWUKVSNTXQG-KORYJFEASA-N	[]	N/A	677
23791	874.78481	TG(15:1(9Z)/18:1(9Z)/19:1(9Z))[iso6]	C55H100O6	M+NH4	856.751992	1	-2	-2	N/A	N/A	LMGL03015502	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGL03015502	101350.0	https://metlin.scripps.edu/metabo_info.php?molid=101350	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	WHTMUVRVUVDYQP-ZFXPAKEESA-N	[]	N/A	678
21747	874.78481	TG(12:0/18:0/22:3(10Z,13Z,16Z))[iso6]	C55H100O6	M+NH4	856.751992	1	-2	-2	N/A	N/A	LMGL03013458	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGL03013458	99313.0	https://metlin.scripps.edu/metabo_info.php?molid=99313	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	AXWRHGSFEHCATC-XRSXSXFRSA-N	[]	N/A	679
23028	874.78481	TG(14:1(9Z)/17:2(9Z,12Z)/21:0)[iso6]	C55H100O6	M+NH4	856.751992	1	-2	-2	N/A	N/A	LMGL03014739	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGL03014739	100594.0	https://metlin.scripps.edu/metabo_info.php?molid=100594	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	IDGWOGKWZLURAA-FDNCLTTQSA-N	[]	N/A	680
21237	874.78481	TG(15:1(9Z)/15:1(9Z)/22:1(11Z))[iso3]	C55H100O6	M+NH4	856.751992	1	-2	-2	N/A	N/A	LMGL03012948	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGL03012948	98805.0	https://metlin.scripps.edu/metabo_info.php?molid=98805	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	WYAYGUOVCQMIGB-LVBMTSQYSA-N	[]	N/A	681
18423	874.78481	TG(16:1(9Z)/16:1(9Z)/20:1(11Z))[iso3]	C55H100O6	M+NH4	856.751992	1	-2	-2	N/A	N/A	LMGL03010134	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGL03010134	4831.0	https://metlin.scripps.edu/metabo_info.php?molid=4831	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	YCIPIGLQWOQUJK-PKTDIELCSA-N	[]	N/A	682
18424	874.78481	TG(16:0/16:1(9Z)/20:2(11Z,14Z))[iso6]	C55H100O6	M+NH4	856.751992	1	-2	-2	N/A	N/A	LMGL03010135	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGL03010135	4832.0	https://metlin.scripps.edu/metabo_info.php?molid=4832	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	QDDBVRCUCSETRT-HKGVRYHUSA-N	[]	N/A	683
18425	874.78481	TG(16:0/16:0/20:3(8Z,11Z,14Z))[iso3]	C55H100O6	M+NH4	856.751992	1	-2	-2	N/A	N/A	LMGL03010136	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGL03010136	4833.0	https://metlin.scripps.edu/metabo_info.php?molid=4833	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	QREQPUUUIPJTAA-HYCWKOKOSA-N	[]	N/A	684
22265	874.78481	TG(13:0/18:3(6Z,9Z,12Z)/21:0)[iso6]	C55H100O6	M+NH4	856.751992	1	-2	-2	N/A	N/A	LMGL03013976	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGL03013976	99831.0	https://metlin.scripps.edu/metabo_info.php?molid=99831	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	KCSFDVNMTBKNRH-BEOILNTPSA-N	[]	N/A	685
23289	874.78481	TG(15:0/15:1(9Z)/22:2(13Z,16Z))[iso6]	C55H100O6	M+NH4	856.751992	1	-2	-2	N/A	N/A	LMGL03015000	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGL03015000	100855.0	https://metlin.scripps.edu/metabo_info.php?molid=100855	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	AOWAJOCDEZMMPG-BRGSYPTASA-N	[]	N/A	686
70433	848.76963	TG(16:1(9Z)/18:0/16:1(9Z))	C53H98O6	M+NH4	830.736340868	1	-2	-2	HMDB0048479	http://www.hmdb.ca/metabolites/HMDB0048479	N/A	N/A	N/A	N/A	131759313	https://pubchem.ncbi.nlm.nih.gov/compound/131759313	MQEDMAAPHDZVJQ-XFUYORNGSA-N	[]	N/A	687
82318	848.76963	TG(18:1(9Z)/14:0/18:1(9Z))	C53H98O6	M+NH4	830.736340868	1	-2	-2	HMDB0010448	http://www.hmdb.ca/metabolites/HMDB0010448	N/A	N/A	61754.0	https://metlin.scripps.edu/metabo_info.php?molid=61754	53480512	https://pubchem.ncbi.nlm.nih.gov/compound/53480512	DDNSMJIEBXEPOS-DSOYXUETSA-N	[]	N/A	688
142228	848.76963	Glycerol 1,2-di-(9Z-octadecenoate) 3-tetradecanoate	C53H98O6	M+NH4	830.736340868	1	-2	-2	HMDB0031120	http://www.hmdb.ca/metabolites/HMDB0031120	N/A	N/A	87423.0	https://metlin.scripps.edu/metabo_info.php?molid=87423	87173396	https://pubchem.ncbi.nlm.nih.gov/compound/87173396	AFLXUGKIZQFJJI-OWUYFMIJSA-N	[]	N/A	689
18331	848.76963	TG(16:1(9Z)/16:1(9Z)/18:0)[iso3]	C53H98O6	M+NH4	830.736340868	1	-2	-2	HMDB0044889	http://www.hmdb.ca/metabolites/HMDB0044889	LMGL03010042	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGL03010042	4741.0	https://metlin.scripps.edu/metabo_info.php?molid=4741	9544010	https://pubchem.ncbi.nlm.nih.gov/compound/9544010	QEZWFCZNHWUARW-XQCAQTCHSA-N	[]	N/A	690
121757	848.76963	TG(14:1(9Z)/22:0/14:1(9Z))	C53H98O6	M+NH4	830.736340868	1	-2	-2	HMDB0047839	http://www.hmdb.ca/metabolites/HMDB0047839	N/A	N/A	N/A	N/A	131758681	https://pubchem.ncbi.nlm.nih.gov/compound/131758681	AMXMPWSYLJFUDK-UBTQEXSZSA-N	[]	N/A	691
54976	848.76963	TG(14:0/22:2(13Z,16Z)/14:0)	C53H98O6	M+NH4	830.736340868	1	-2	-2	HMDB0042661	http://www.hmdb.ca/metabolites/HMDB0042661	N/A	N/A	N/A	N/A	131753798	https://pubchem.ncbi.nlm.nih.gov/compound/131753798	LAOUTXRNRYLTNN-FRIQFDFRSA-N	[]	N/A	692
53195	848.76963	Glycerol 1,3-dihexadecanoate 2-(9Z,12Z-octadecadienoate)	C53H98O6	M+NH4	830.736340868	1	-2	-2	HMDB0031122	http://www.hmdb.ca/metabolites/HMDB0031122	N/A	N/A	87425.0	https://metlin.scripps.edu/metabo_info.php?molid=87425	13783386	https://pubchem.ncbi.nlm.nih.gov/compound/13783386	HTGAUBMLVQRATC-GUKKWNCZSA-N	[]	N/A	693
133347	848.76963	Glycerol 1,2-dihexadecanoate 3-(9Z,12Z-octadecadienoate)	C53H98O6	M+NH4	830.736340868	1	-2	-2	HMDB0031121	http://www.hmdb.ca/metabolites/HMDB0031121	N/A	N/A	87424.0	https://metlin.scripps.edu/metabo_info.php?molid=87424	15607876	https://pubchem.ncbi.nlm.nih.gov/compound/15607876	MTWYSKGJIDFSRC-GUKKWNCZSA-N	[]	N/A	694
96503	848.76963	TG(18:1(11Z)/14:0/18:1(11Z))	C53H98O6	M+NH4	830.736340868	1	-2	-2	HMDB0010434	http://www.hmdb.ca/metabolites/HMDB0010434	N/A	N/A	61740.0	https://metlin.scripps.edu/metabo_info.php?molid=61740	53480498	https://pubchem.ncbi.nlm.nih.gov/compound/53480498	KSDAXSHCJFDETR-IKJQKJQYSA-N	[]	N/A	695
116482	848.76963	TG(14:0/18:0/18:2(9Z,12Z))	C53H98O6	M+NH4	830.736340876	1	-2	-2	HMDB0042166	http://www.hmdb.ca/metabolites/HMDB0042166	N/A	N/A	N/A	N/A	131753308	https://pubchem.ncbi.nlm.nih.gov/compound/131753308	PQNLYGDUOQNSNZ-TUVYQMNMSA-N	[]	N/A	696
92934	848.76963	TG(14:0/18:1(9Z)/18:1(11Z))	C53H98O6	M+NH4	830.736340876	1	-2	-2	HMDB0042370	http://www.hmdb.ca/metabolites/HMDB0042370	N/A	N/A	N/A	N/A	131753509	https://pubchem.ncbi.nlm.nih.gov/compound/131753509	XEDBGCZYVKJOIP-DIPARRDKSA-N	[]	N/A	697
122630	848.76963	TG(16:0/16:0/18:2(9Z,12Z))	C53H98O6	M+NH4	830.736340876	1	-2	-2	HMDB0005362	http://www.hmdb.ca/metabolites/HMDB0005362	N/A	N/A	N/A	N/A	99649114	https://pubchem.ncbi.nlm.nih.gov/compound/99649114	MTWYSKGJIDFSRC-SOEJSTAXSA-N	[]	N/A	698
114951	848.76963	TG(14:1(9Z)/14:0/22:1(13Z))	C53H98O6	M+NH4	830.736340876	1	-2	-2	HMDB0047730	http://www.hmdb.ca/metabolites/HMDB0047730	N/A	N/A	N/A	N/A	131758572	https://pubchem.ncbi.nlm.nih.gov/compound/131758572	BJQQSJITCQAGJU-JMTCNEBJSA-N	[]	N/A	699
104460	848.76963	TG(15:0/15:0/20:2n6)	C53H98O6	M+NH4	830.736340876	1	-2	-2	HMDB0043005	http://www.hmdb.ca/metabolites/HMDB0043005	N/A	N/A	N/A	N/A	131754139	https://pubchem.ncbi.nlm.nih.gov/compound/131754139	OEGSGUSCNRLRFO-SOEJSTAXSA-N	[]	N/A	700
119564	848.76963	TG(14:0/18:1(11Z)/18:1(9Z))	C53H98O6	M+NH4	830.736340876	1	-2	-2	HMDB0042341	http://www.hmdb.ca/metabolites/HMDB0042341	N/A	N/A	N/A	N/A	131753483	https://pubchem.ncbi.nlm.nih.gov/compound/131753483	DBGZDMUYEDGFSX-SXXJBCNSSA-N	[]	N/A	701
118290	848.76963	TG(18:0/14:0/18:2(9Z,12Z))	C53H98O6	M+NH4	830.736340876	1	-2	-2	HMDB0010430	http://www.hmdb.ca/metabolites/HMDB0010430	N/A	N/A	61736.0	https://metlin.scripps.edu/metabo_info.php?molid=61736	131750544	https://pubchem.ncbi.nlm.nih.gov/compound/131750544	ODCBLKWKYWYBIY-GLRQSATNSA-N	[]	N/A	702
105246	848.76963	TG(14:0/14:0/22:2(13Z,16Z))	C53H98O6	M+NH4	830.736340876	1	-2	-2	HMDB0042081	http://www.hmdb.ca/metabolites/HMDB0042081	N/A	N/A	N/A	N/A	131753227	https://pubchem.ncbi.nlm.nih.gov/compound/131753227	SMZWGDMJWSWHIO-AGRGYXCISA-N	[]	N/A	703
64799	848.76963	TG(14:0/18:2(9Z,12Z)/18:0)	C53H98O6	M+NH4	830.736340876	1	-2	-2	HMDB0042514	http://www.hmdb.ca/metabolites/HMDB0042514	N/A	N/A	N/A	N/A	131753651	https://pubchem.ncbi.nlm.nih.gov/compound/131753651	BEUSAPJTKLYWGD-KWTXMQEJSA-N	[]	N/A	704
124450	848.76963	TG(16:1(9Z)/16:0/18:1(11Z))	C53H98O6	M+NH4	830.736340876	1	-2	-2	HMDB0010423	http://www.hmdb.ca/metabolites/HMDB0010423	N/A	N/A	61729.0	https://metlin.scripps.edu/metabo_info.php?molid=61729	131750538	https://pubchem.ncbi.nlm.nih.gov/compound/131750538	TVENQJOAVIJNCV-ZRBMIEAUSA-N	[]	N/A	705
57931	848.76963	TG(16:0/16:1(9Z)/18:1(11Z))	C53H98O6	M+NH4	830.736340876	1	-2	-2	HMDB0044060	http://www.hmdb.ca/metabolites/HMDB0044060	N/A	N/A	N/A	N/A	131755143	https://pubchem.ncbi.nlm.nih.gov/compound/131755143	ALDDTVYQXQKCAC-OXFCDKDHSA-N	[]	N/A	706
58446	848.76963	TG(14:0/14:1(9Z)/22:1(13Z))	C53H98O6	M+NH4	830.736340876	1	-2	-2	HMDB0042284	http://www.hmdb.ca/metabolites/HMDB0042284	N/A	N/A	N/A	N/A	131753426	https://pubchem.ncbi.nlm.nih.gov/compound/131753426	XGALSNWEJMSMJI-QYXQBPTHSA-N	[]	N/A	707
141650	848.76963	TG(14:1(9Z)/20:0/16:1(9Z))	C53H98O6	M+NH4	830.736340876	1	-2	-2	HMDB0047817	http://www.hmdb.ca/metabolites/HMDB0047817	N/A	N/A	N/A	N/A	131758659	https://pubchem.ncbi.nlm.nih.gov/compound/131758659	YNBWCHRVRCYISS-WXVWIONGSA-N	[]	N/A	708
112982	848.76963	TG(16:0/18:1(9Z)/16:1(9Z))	C53H98O6	M+NH4	830.736340876	1	-2	-2	HMDB0044115	http://www.hmdb.ca/metabolites/HMDB0044115	N/A	N/A	N/A	N/A	100926275	https://pubchem.ncbi.nlm.nih.gov/compound/100926275	XMGKWDALQAPFOX-QBMFBTMJSA-N	[]	N/A	709
98648	848.76963	TG(14:1(9Z)/16:0/20:1(11Z))	C53H98O6	M+NH4	830.736340876	1	-2	-2	HMDB0047774	http://www.hmdb.ca/metabolites/HMDB0047774	N/A	N/A	N/A	N/A	131758616	https://pubchem.ncbi.nlm.nih.gov/compound/131758616	AXGBRPSHYYTFMZ-NACWYWMMSA-N	[]	N/A	710
21081	848.76963	TG(14:0/18:1(9Z)/18:1(9Z))[iso3]	C53H98O6	M+NH4	830.736340876	1	-2	-2	HMDB0062639	http://www.hmdb.ca/metabolites/HMDB0062639	LMGL03012792	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGL03012792	98651.0	https://metlin.scripps.edu/metabo_info.php?molid=98651	56936586	https://pubchem.ncbi.nlm.nih.gov/compound/56936586	AFLXUGKIZQFJJI-FOQOAFKKSA-N	[]	N/A	711
105571	848.76963	TG(16:0/14:1(9Z)/20:1(11Z))	C53H98O6	M+NH4	830.736340876	1	-2	-2	HMDB0044034	http://www.hmdb.ca/metabolites/HMDB0044034	N/A	N/A	N/A	N/A	131755121	https://pubchem.ncbi.nlm.nih.gov/compound/131755121	MVIPWRSDYXQQQD-NACWYWMMSA-N	[]	N/A	712
67688	848.76963	TG(16:0/20:1(11Z)/14:1(9Z))	C53H98O6	M+NH4	830.736340876	1	-2	-2	HMDB0044142	http://www.hmdb.ca/metabolites/HMDB0044142	N/A	N/A	N/A	N/A	131755212	https://pubchem.ncbi.nlm.nih.gov/compound/131755212	CUMDLTIORIHYLL-YZLGPNATSA-N	[]	N/A	713
48489	848.76963	TG(18:0/18:1(9Z)/14:1(9Z))	C53H98O6	M+NH4	830.736340876	1	-2	-2	HMDB0044942	http://www.hmdb.ca/metabolites/HMDB0044942	N/A	N/A	N/A	N/A	131755959	https://pubchem.ncbi.nlm.nih.gov/compound/131755959	MYFVYSMHJUPUGJ-QWKSWIJMSA-N	[]	N/A	714
96619	848.76963	TG(14:1(9Z)/18:0/18:1(11Z))	C53H98O6	M+NH4	830.736340876	1	-2	-2	HMDB0047795	http://www.hmdb.ca/metabolites/HMDB0047795	N/A	N/A	N/A	N/A	131758637	https://pubchem.ncbi.nlm.nih.gov/compound/131758637	LCGFGWDPYNEZGG-UBRIQZBMSA-N	[]	N/A	715
143981	848.76963	TG(16:0/14:0/20:2n6)	C53H98O6	M+NH4	830.736340876	1	-2	-2	HMDB0043844	http://www.hmdb.ca/metabolites/HMDB0043844	N/A	N/A	N/A	N/A	131754957	https://pubchem.ncbi.nlm.nih.gov/compound/131754957	RYWCXYWZGUUHAZ-QHOVMSCMSA-N	[]	N/A	716
71027	848.76963	TG(18:0/14:1(9Z)/18:1(11Z))	C53H98O6	M+NH4	830.736340876	1	-2	-2	HMDB0044863	http://www.hmdb.ca/metabolites/HMDB0044863	N/A	N/A	N/A	N/A	131755884	https://pubchem.ncbi.nlm.nih.gov/compound/131755884	QILOXOVTFAYRFW-PCXHRGTDSA-N	[]	N/A	717
91769	848.76963	TG(14:0/16:0/20:2n6)	C53H98O6	M+NH4	830.736340876	1	-2	-2	HMDB0042138	http://www.hmdb.ca/metabolites/HMDB0042138	N/A	N/A	N/A	N/A	131753282	https://pubchem.ncbi.nlm.nih.gov/compound/131753282	JBDIRAWBRFQEGE-QHOVMSCMSA-N	[]	N/A	718
21124	848.76963	TG(14:1(9Z)/14:1(9Z)/22:0)[iso3]	C53H98O6	M+NH4	830.736340876	1	-2	-2	HMDB0046433	http://www.hmdb.ca/metabolites/HMDB0046433	LMGL03012835	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGL03012835	98694.0	https://metlin.scripps.edu/metabo_info.php?molid=98694	56936629	https://pubchem.ncbi.nlm.nih.gov/compound/56936629	KUEBBDIGWKIOKM-HIEAHZGJSA-N	[]	N/A	719
72842	848.76963	TG(16:1(9Z)/16:0/18:1(9Z))	C53H98O6	M+NH4	830.736340876	1	-2	-2	HMDB0048459	http://www.hmdb.ca/metabolites/HMDB0048459	N/A	N/A	N/A	N/A	102240597	https://pubchem.ncbi.nlm.nih.gov/compound/102240597	FPGKWYQJDXALIR-DFMQRSEXSA-N	[]	N/A	720
89501	848.76963	TG(20:0/14:1(9Z)/16:1(9Z))	C53H98O6	M+NH4	830.736340876	1	-2	-2	HMDB0045663	http://www.hmdb.ca/metabolites/HMDB0045663	N/A	N/A	N/A	N/A	131756647	https://pubchem.ncbi.nlm.nih.gov/compound/131756647	WQIULBRGFUGBFC-KBPAKABXSA-N	[]	N/A	721
90272	848.76963	TG(14:1(9Z)/18:0/18:1(9Z))	C53H98O6	M+NH4	830.736340876	1	-2	-2	HMDB0047796	http://www.hmdb.ca/metabolites/HMDB0047796	N/A	N/A	N/A	N/A	131758638	https://pubchem.ncbi.nlm.nih.gov/compound/131758638	BWIZOVWGSXRELH-LJGGRZDASA-N	[]	N/A	722
22953	848.76963	TG(14:1(9Z)/16:1(9Z)/20:0)[iso6]	C53H98O6	M+NH4	830.736340876	1	-2	-2	HMDB0045688	http://www.hmdb.ca/metabolites/HMDB0045688	LMGL03014664	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGL03014664	100519.0	https://metlin.scripps.edu/metabo_info.php?molid=100519	56938453	https://pubchem.ncbi.nlm.nih.gov/compound/56938453	HAHVPPVRPWNLPZ-KBPAKABXSA-N	[]	N/A	723
94121	848.76963	TG(14:0/20:1(11Z)/16:1(9Z))	C53H98O6	M+NH4	830.736340876	1	-2	-2	HMDB0042399	http://www.hmdb.ca/metabolites/HMDB0042399	N/A	N/A	N/A	N/A	131753536	https://pubchem.ncbi.nlm.nih.gov/compound/131753536	XOXCIYZUTMMURI-HISZCDFUSA-N	[]	N/A	724
125363	848.76963	TG(16:0/18:2(9Z,12Z)/16:0)	C53H98O6	M+NH4	830.736340876	1	-2	-2	HMDB0044249	http://www.hmdb.ca/metabolites/HMDB0044249	N/A	N/A	N/A	N/A	13783387	https://pubchem.ncbi.nlm.nih.gov/compound/13783387	HTGAUBMLVQRATC-DHSNEXAOSA-N	[]	N/A	725
48829	848.76963	TG(18:0/14:1(9Z)/18:1(9Z))	C53H98O6	M+NH4	830.736340876	1	-2	-2	HMDB0044864	http://www.hmdb.ca/metabolites/HMDB0044864	N/A	N/A	N/A	N/A	131755885	https://pubchem.ncbi.nlm.nih.gov/compound/131755885	YCJFKKYCVJXNAV-LRIYWTGSSA-N	[]	N/A	726
74688	848.76963	TG(14:0/18:1(11Z)/18:1(11Z))	C53H98O6	M+NH4	830.736340876	1	-2	-2	HMDB0042340	http://www.hmdb.ca/metabolites/HMDB0042340	N/A	N/A	N/A	N/A	131753482	https://pubchem.ncbi.nlm.nih.gov/compound/131753482	JSXDYDGETRNNDY-ZRBMIEAUSA-N	[]	N/A	727
42697	848.76963	TG(16:0/18:1(11Z)/16:1(9Z))	C53H98O6	M+NH4	830.736340876	1	-2	-2	HMDB0044087	http://www.hmdb.ca/metabolites/HMDB0044087	N/A	N/A	N/A	N/A	131755166	https://pubchem.ncbi.nlm.nih.gov/compound/131755166	LIURRHYJQZOUHV-WMKGZJNJSA-N	[]	N/A	728
56269	848.76963	TG(14:0/18:1(9Z)/18:1(9Z))	C53H98O6	M+NH4	830.736340876	1	-2	-2	HMDB0042371	http://www.hmdb.ca/metabolites/HMDB0042371	N/A	N/A	N/A	N/A	86289328	https://pubchem.ncbi.nlm.nih.gov/compound/86289328	AFLXUGKIZQFJJI-OQPNEMOVSA-N	[]	N/A	729
131790	848.76963	TG(18:1(11Z)/14:0/18:1(9Z))	C53H98O6	M+NH4	830.736340876	1	-2	-2	HMDB0010435	http://www.hmdb.ca/metabolites/HMDB0010435	N/A	N/A	61741.0	https://metlin.scripps.edu/metabo_info.php?molid=61741	131750548	https://pubchem.ncbi.nlm.nih.gov/compound/131750548	FYLBINGMERYUTQ-DIPARRDKSA-N	[]	N/A	730
147919	848.76963	TG(15:0/20:2n6/15:0)	C53H98O6	M+NH4	830.736340876	1	-2	-2	HMDB0043453	http://www.hmdb.ca/metabolites/HMDB0043453	N/A	N/A	N/A	N/A	131754573	https://pubchem.ncbi.nlm.nih.gov/compound/131754573	ZKRSECJSVCKCSF-DHSNEXAOSA-N	[]	N/A	731
128726	848.76963	TG(14:0/22:1(13Z)/14:1(9Z))	C53H98O6	M+NH4	830.736340876	1	-2	-2	HMDB0042458	http://www.hmdb.ca/metabolites/HMDB0042458	N/A	N/A	N/A	N/A	131753595	https://pubchem.ncbi.nlm.nih.gov/compound/131753595	JOWXEOWXZDXSSA-NCWIXMTMSA-N	[]	N/A	732
98263	848.76963	TG(18:0/18:1(11Z)/14:1(9Z))	C53H98O6	M+NH4	830.736340876	1	-2	-2	HMDB0044915	http://www.hmdb.ca/metabolites/HMDB0044915	N/A	N/A	N/A	N/A	131755934	https://pubchem.ncbi.nlm.nih.gov/compound/131755934	TXOZBTDBHFJBKU-KBPAKABXSA-N	[]	N/A	733
131552	848.76963	TG(14:0/20:2n6/16:0)	C53H98O6	M+NH4	830.736340876	1	-2	-2	HMDB0042573	http://www.hmdb.ca/metabolites/HMDB0042573	N/A	N/A	N/A	N/A	131753710	https://pubchem.ncbi.nlm.nih.gov/compound/131753710	YATUEABUZQUZJU-QHOVMSCMSA-N	[]	N/A	734
60640	848.76963	TG(16:0/16:1(9Z)/18:1(9Z))	C53H98O6	M+NH4	830.736340876	1	-2	-2	HMDB0005377	http://www.hmdb.ca/metabolites/HMDB0005377	N/A	N/A	N/A	N/A	131750348	https://pubchem.ncbi.nlm.nih.gov/compound/131750348	TWJCMQZMAPGUSG-XPIXCONXSA-N	[]	N/A	735
127456	848.76963	TG(16:1(9Z)/14:0/20:1(11Z))	C53H98O6	M+NH4	830.736340876	1	-2	-2	HMDB0048416	http://www.hmdb.ca/metabolites/HMDB0048416	N/A	N/A	N/A	N/A	131759254	https://pubchem.ncbi.nlm.nih.gov/compound/131759254	YEYJYKALHFSXRZ-HISZCDFUSA-N	[]	N/A	736
104951	848.76963	TG(16:1(9Z)/16:1(9Z)/18:0)	C53H98O6	M+NH4	830.736340876	1	-2	-2	HMDB0005430	http://www.hmdb.ca/metabolites/HMDB0005430	N/A	N/A	N/A	N/A	131750390	https://pubchem.ncbi.nlm.nih.gov/compound/131750390	QEZWFCZNHWUARW-COINXZMHSA-N	[]	N/A	737
134394	848.76963	TG(14:0/16:1(9Z)/20:1(11Z))	C53H98O6	M+NH4	830.736340876	1	-2	-2	HMDB0042312	http://www.hmdb.ca/metabolites/HMDB0042312	N/A	N/A	N/A	N/A	131753454	https://pubchem.ncbi.nlm.nih.gov/compound/131753454	FKZROTPCYKGHJU-HISZCDFUSA-N	[]	N/A	738
21776	848.76963	TG(12:0/18:2(9Z,12Z)/20:0)[iso6]	C53H98O6	M+NH4	830.736342	1	-2	-2	N/A	N/A	LMGL03013487	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGL03013487	99342.0	https://metlin.scripps.edu/metabo_info.php?molid=99342	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	IRKYEXPJVDQYNO-IJYOWDINSA-N	[]	N/A	739
22548	848.76963	TG(14:0/16:1(9Z)/20:1(11Z))[iso6]	C53H98O6	M+NH4	830.736342	1	-2	-2	N/A	N/A	LMGL03014259	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGL03014259	100114.0	https://metlin.scripps.edu/metabo_info.php?molid=100114	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	FKZROTPCYKGHJU-MZQJXXGHSA-N	[]	N/A	740
22043	848.76963	TG(13:0/15:0/22:2(13Z,16Z))[iso6]	C53H98O6	M+NH4	830.736342	1	-2	-2	N/A	N/A	LMGL03013754	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGL03013754	99609.0	https://metlin.scripps.edu/metabo_info.php?molid=99609	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	PFBYQDZXRDHUTQ-SDCZMQJWSA-N	[]	N/A	741
23330	848.76963	TG(15:0/16:1(9Z)/19:1(9Z))[iso6]	C53H98O6	M+NH4	830.736342	1	-2	-2	N/A	N/A	LMGL03015041	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGL03015041	100893.0	https://metlin.scripps.edu/metabo_info.php?molid=100893	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	NTMAPGJXBKBRIG-JZQDWBSHSA-N	[]	N/A	742
22069	848.76963	TG(13:0/15:1(9Z)/22:1(11Z))[iso6]	C53H98O6	M+NH4	830.736342	1	-2	-2	N/A	N/A	LMGL03013780	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGL03013780	99635.0	https://metlin.scripps.edu/metabo_info.php?molid=99635	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	INIMMNUHVACASQ-NCQAIOCYSA-N	[]	N/A	743
23349	848.76963	TG(15:0/17:0/18:2(9Z,12Z))[iso6]	C53H98O6	M+NH4	830.736342	1	-2	-2	N/A	N/A	LMGL03015060	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGL03015060	100912.0	https://metlin.scripps.edu/metabo_info.php?molid=100912	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	LXTHWHPSRIYNDA-OOYOYISSSA-N	[]	N/A	744
22593	848.76963	TG(14:0/17:1(9Z)/19:1(9Z))[iso6]	C53H98O6	M+NH4	830.736342	1	-2	-2	N/A	N/A	LMGL03014304	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGL03014304	100159.0	https://metlin.scripps.edu/metabo_info.php?molid=100159	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	ZLJLQQUJTZFPEY-DBTQVLIKSA-N	[]	N/A	745
21067	848.76963	TG(14:0/14:0/22:2(13Z,16Z))[iso3]	C53H98O6	M+NH4	830.736342	1	-2	-2	N/A	N/A	LMGL03012778	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGL03012778	98637.0	https://metlin.scripps.edu/metabo_info.php?molid=98637	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	SMZWGDMJWSWHIO-HIEAXLITSA-N	[]	N/A	746
